method,k,capability,pairs,trainable_params,updates,target_improvement,control_improvement,utility_score,specific_gain,relative_target_improvement,relative_specific_gain,target_token_acc,target_seq_exact,native_target_improvement,native_control_improvement,native_specific_gain,native_relative_target_improvement,native_relative_specific_gain,native_target_token_acc,native_target_seq_exact,mean_train_grad_norm,delta_merge_max_nll_diff
causal,8,sql,"[[31, 38], [16, 17], [24, 206], [39, 95], [31, 73], [24, 168], [39, 86], [24, 74]]",25165824.0,19.0,0.4818041622638702,0.4894382953643799,0.4818041622638702,-0.0076341331005096,0.6072732232448287,0.4187949458888697,0.9244894981384276,0.1599999964237213,0.4811133742332458,0.4717237949371338,0.009389579296112,0.6064025436061035,0.4247459607443668,0.9244894981384276,0.1199999973177909,1.5751960465782566,0.2255958914756775
routing,1,sql,"[[6, 91]]",3145728.0,19.0,0.074766993522644,0.0105774402618408,0.074766993522644,0.0641895532608032,0.0942374448063709,0.0901641678718329,0.8774258494377136,0.0,0.07135671377182,-0.0292191505432128,0.1005758643150329,0.0899390768414316,0.1011911084301923,0.8742873668670654,0.0,0.5001826992160395,0.6169729232788086
routing,2,sql,"[[6, 91], [29, 93]]",6291456.0,19.0,0.2201099395751953,-0.0257682800292968,0.2007837295532226,0.2458782196044922,0.2774298832247278,0.2873530156733893,0.8869822025299072,0.0,0.2312729954719543,0.0280013084411621,0.2032716870307922,0.2914999670194261,0.2807169154505373,0.8888869285583496,0.0,1.2730209356860112,0.4279088973999023
routing,4,sql,"[[6, 91], [29, 93], [15, 130], [33, 212]]",12582912.0,19.0,0.3622094392776489,0.0160369873046875,0.3622094392776489,0.3461724519729614,0.4565342330093324,0.4503585337030151,0.9063175916671752,0.0,0.3622526526451111,0.0116372108459472,0.3506154417991638,0.4565886997885787,0.4521073147513917,0.9074348211288452,0.0,1.4934534869695966,0.3632745742797851
routing,8,sql,"[[6, 91], [29, 93], [15, 130], [33, 212], [12, 23], [31, 73], [36, 41], [27, 254]]",25165824.0,19.0,0.5925441533327103,0.0345470905303955,0.5925441533327103,0.5579970628023148,0.7468515759981357,0.7335478027288583,0.9456586241722108,0.0,0.5907915234565735,0.0005569458007812,0.5902345776557922,0.744642534903439,0.744428060094038,0.9456586241722108,0.0,1.972086373128389,0.3454136848449707
gradient,1,sql,"[[28, 149]]",3145728.0,19.0,0.2089616656303405,0.1479487419128418,0.2089616656303405,0.0610129237174987,0.2633784308248614,0.206404703438136,0.8734177947044373,0.0,0.2086569666862487,0.1610443592071533,0.0476126074790954,0.2629943836862304,0.2009776520803374,0.8734177947044373,0.0,1.4653486578088055,0.1117682456970214
gradient,2,sql,"[[28, 149], [30, 229]]",6291456.0,19.0,0.228874385356903,0.1911830902099609,0.228874385356903,0.0376912951469421,0.2884767227015883,0.2148538373580218,0.8742873668670654,0.0,0.2309008240699768,0.2083423137664795,0.0225585103034973,0.2910308765785787,0.2108001288602657,0.8742873668670654,0.0,2.191377627222161,0.2505052089691162
gradient,4,sql,"[[28, 149], [30, 229], [29, 194], [27, 89]]",12582912.0,19.0,0.3759911060333252,0.3704254627227783,0.3759911060333252,0.0055656433105468,0.4739048533731764,0.3312573454768126,0.9089459776878356,0.0799999982118606,0.3754250407218933,0.3691744804382324,0.0062505602836608,0.473191376128345,0.3310256102375153,0.9080764055252076,0.0799999982118606,2.2329131176597192,0.1415371894836425
gradient,8,sql,"[[28, 149], [30, 229], [29, 194], [27, 89], [24, 153], [34, 239], [36, 252], [30, 31]]",25165824.0,19.0,0.5283966064453125,0.550825834274292,0.5283966064453125,-0.0224292278289794,0.6659990416851916,0.4538809762406274,0.9269266724586488,0.1599999964237213,0.5291102528572083,0.5339004993438721,-0.0047902464866638,0.6668985323719734,0.4612982608997489,0.9269266724586488,0.1599999964237213,2.296941983072381,0.2490291595458984
gradient_specific,1,sql,"[[34, 239]]",3145728.0,19.0,0.1362006664276123,-0.0053815841674804,0.1321644783020019,0.1415822505950927,0.1716693714744029,0.1737417710453798,0.8734177947044373,0.0,0.1348512172698974,0.0017492771148681,0.1331019401550293,0.1699685054300749,0.1692948745753763,0.8725482821464539,0.0,1.2539771387451573,0.062206745147705
gradient_specific,2,sql,"[[34, 239], [30, 31]]",6291456.0,19.0,0.2774138450622558,-0.0152397155761718,0.2659840583801269,0.2926535606384277,0.3496565888350164,0.3555252659826704,0.875887393951416,0.0,0.2762138247489929,0.0013403892517089,0.2748734354972839,0.3481440651569928,0.3476278933340249,0.875887393951416,0.0,1.5734019216738249,0.186553955078125
gradient_specific,4,sql,"[[34, 239], [30, 31], [27, 254], [35, 255]]",12582912.0,19.0,0.4707308113574981,-0.0043649673461914,0.4674570858478546,0.4750957787036896,0.5933162049711866,0.5949971145647294,0.9025278687477112,0.0799999982118606,0.4731791019439697,0.0014410018920898,0.4717381000518799,0.5964020673035098,0.5958471504593229,0.9073936939239502,0.1599999964237213,2.108786331979852,0.1246519088745117
gradient_specific,8,sql,"[[34, 239], [30, 31], [27, 254], [35, 255], [36, 41], [30, 90], [29, 93], [26, 165]]",25165824.0,19.0,0.6586705297231674,-0.0126724243164062,0.6491662114858627,0.6713429540395737,0.830198256822659,0.8350782932393065,0.9728731513023376,0.3600000143051147,0.6586123108863831,-0.006767988204956,0.6653802990913391,0.8301248769238605,0.832731168197178,0.97055983543396,0.3600000143051147,2.30083798107348,0.0816535949707031
causal,1,systems,"[[36, 229]]",3145728.0,19.0,0.012065052986145,0.0054378509521484,0.012065052986145,0.0066272020339965,0.0069623168530044,0.0045211270191344,0.8387225270271301,0.0,0.0141108036041259,0.0066983699798583,0.0074124336242675,0.0081428474334311,0.0051357784934724,0.8387225270271301,0.0,0.3772880309506466,0.0725688934326171
causal,2,systems,"[[36, 229], [10, 45]]",6291456.0,19.0,0.0752780437469482,0.0978899002075195,0.0752780437469482,-0.0226118564605712,0.0434403059184611,-0.0005049642494776,0.8387225270271301,0.0,0.0608701705932617,0.0639431476593017,-0.00307297706604,0.0351260301180104,0.0064203220386332,0.8384088277816772,0.0,0.5092958431494864,0.5130448341369629
causal,4,systems,"[[36, 229], [10, 45], [38, 60], [33, 234]]",12582912.0,19.0,0.3476120233535766,0.1474816799163818,0.3476120233535766,0.2001303434371948,0.2005946473074602,0.1343863637663863,0.8387225270271301,0.0,0.3540689945220947,0.1553070545196533,0.1987619400024414,0.204320737796873,0.1345994442274196,0.8387225270271301,0.0,2.169199403963591,0.4263005256652832
causal,8,systems,"[[36, 229], [10, 45], [38, 60], [33, 234], [33, 154], [25, 168], [13, 183], [38, 125]]",25165824.0,19.0,1.065154790878296,0.4474328756332397,1.065154790878296,0.6177219152450562,0.6146632890967431,0.4137992718688442,0.8725656867027283,0.2800000011920929,1.0562167167663574,0.4419493675231933,0.6142673492431641,0.6095054415436147,0.4111031108109848,0.870212733745575,0.2399999946355819,4.555470905805889,0.2621388435363769
routing,1,systems,"[[31, 249]]",3145728.0,19.0,0.2858742475509643,-0.000558853149414,0.2854551076889038,0.2864331007003784,0.1649679528013403,0.1652188362181499,0.8644480109214783,0.0,0.2874841690063476,-0.0115523338317871,0.2990365028381347,0.1658969817325601,0.1710831187112666,0.8644480109214783,0.0,2.7668655420604504,0.1941785812377929
routing,2,systems,"[[31, 249], [6, 242]]",6291456.0,19.0,0.330484390258789,0.0123991966247558,0.330484390258789,0.3180851936340332,0.1907108939012501,0.1851445786390507,0.8676090240478516,0.0,0.3219826221466064,0.0162742137908935,0.3057084083557129,0.1858048231632468,0.1784989139704139,0.8688924312591553,0.0,2.760664503825338,0.2658586502075195
routing,4,systems,"[[31, 249], [6, 242], [32, 12], [33, 154]]",12582912.0,19.0,0.6494590044021606,0.0145184993743896,0.6494590044021606,0.634940505027771,0.3747799016612042,0.3682621774007028,0.8785180449485779,0.0,0.6720376014709473,0.0109972953796386,0.6610403060913086,0.387809214260969,0.3828722481842815,0.8785180449485779,0.0,3.79561606206392,0.2876594662666321
routing,8,systems,"[[31, 249], [6, 242], [32, 12], [33, 154], [21, 60], [34, 89], [5, 45], [23, 176]]",25165824.0,19.0,1.175050437450409,-0.0103869438171386,1.167260229587555,1.1854373812675476,0.6780801935296936,0.6827431572398998,0.8998514413833618,0.0,1.17616868019104,-0.0231473445892334,1.1993160247802734,0.6787254920035408,0.6891169247201726,0.8998514413833618,0.0,4.924556405920732,0.2330703735351562
gradient,1,systems,"[[30, 229]]",3145728.0,19.0,0.0814021825790405,0.0371079444885253,0.0814021825790405,0.0442942380905151,0.0469743305969917,0.0303156289079704,0.8387225270271301,0.0,0.0820333957672119,0.0470888614654541,0.0349445343017578,0.0473385814811686,0.026199191874956,0.8387225270271301,0.0,5.19037726050929,0.1808595657348632
gradient,2,systems,"[[30, 229], [25, 168]]",6291456.0,19.0,0.5734018087387085,0.292739987373352,0.5734018087387085,0.2806618213653564,0.330889974632454,0.1994715360927367,0.8387225270271301,0.0,0.5834965705871582,0.2941828966140747,0.2893136739730835,0.336715305911582,0.2046491086523549,0.8387225270271301,0.0,6.286017016360634,0.1622328758239746
gradient,4,systems,"[[30, 229], [25, 168], [24, 153], [23, 28]]",12582912.0,19.0,1.1201283931732178,0.73453688621521,1.1201283931732178,0.3855915069580078,0.6463866174706694,0.3166342952738554,0.8687095046043396,0.2000000029802322,1.1124459505081177,0.7350013256072998,0.3774446249008178,0.6419533505715609,0.3119925296990025,0.874042809009552,0.2000000029802322,6.200082778930664,0.1941940784454345
gradient,8,systems,"[[30, 229], [25, 168], [24, 153], [23, 28], [29, 194], [26, 134], [36, 252], [34, 89]]",25165824.0,19.0,1.481200873851776,0.8902109861373901,1.481200873851776,0.590989887714386,0.8547488202949173,0.4551104284961506,0.9522828459739684,0.6399999856948853,1.488189846277237,0.8869333267211914,0.6012565195560455,0.858781909959658,0.4606149429785486,0.94992995262146,0.6000000238418579,6.606442520492955,0.207068920135498
gradient_specific,1,systems,"[[34, 89]]",3145728.0,19.0,0.4160748720169067,-0.0039129257202148,0.4131401777267456,0.4199877977371216,0.2401021443404837,0.2418587563868479,0.8617813587188721,0.0,0.4156417846679687,-0.0051925182342529,0.4208343029022217,0.2398522248953062,0.2421832786217116,0.8644480109214783,0.0,3.756677652660169,0.050760269165039
gradient_specific,2,systems,"[[34, 89], [31, 249]]",6291456.0,19.0,0.583074688911438,-0.0118350982666015,0.5741983652114868,0.5949097871780396,0.3364718528654816,0.3417849300030345,0.8837707042694092,0.0,0.5831780433654785,0.0046417713165283,0.5785362720489502,0.3365314950782448,0.334447685674719,0.8837707042694092,0.0,4.3430186698311255,0.1694917678833007
gradient_specific,4,systems,"[[34, 89], [31, 249], [32, 227], [32, 12]]",12582912.0,19.0,0.9012707471847534,-0.0091960430145263,0.8943737149238586,0.9104667901992798,0.5200915834725444,0.5242199214715886,0.9025181531906128,0.0,0.9073105454444884,-0.0033502578735351,0.9106608033180236,0.5235769381792986,0.5250809542940628,0.9025181531906128,0.0,5.341164400703029,0.1446399688720703
gradient_specific,8,systems,"[[34, 89], [31, 249], [32, 227], [32, 12], [30, 229], [25, 168], [24, 153], [31, 38]]",25165824.0,19.0,1.5963251143693924,0.5922495126724243,1.5963251143693924,1.004075601696968,0.9211829620152712,0.6553070668918175,0.9760000705718994,0.8399999737739563,1.5974813848733902,0.576088547706604,1.0213928371667862,0.9218502049710924,0.6632293787576287,0.9700000286102296,0.7599999904632568,7.080464262711375,0.1933150291442871
causal,1,algorithms,"[[32, 121]]",3145728.0,19.0,0.6833775043487549,-0.0062248706817626,0.6787088513374329,0.6896023750305176,0.2521733874650085,0.2552142190938503,0.6922221183776855,0.0,0.689516544342041,-0.0105652809143066,0.7000818252563477,0.2544387568999674,0.2595998665863013,0.6966665387153625,0.0,6.807752383382697,0.0767689943313598
causal,2,algorithms,"[[32, 121], [5, 119]]",6291456.0,19.0,0.7441095113754272,0.0052046775817871,0.7441095113754272,0.7389048337936401,0.2745841280030067,0.272041657802784,0.7133333086967468,0.0,0.722318172454834,0.0130622386932373,0.7092559337615967,0.266542897909779,0.2601620314480473,0.7011110782623291,0.0,6.863914213682476,0.2492017745971679
causal,4,algorithms,"[[32, 121], [5, 119], [27, 86], [6, 0]]",12582912.0,19.0,0.9684412479400636,-0.002303123474121,0.9667139053344728,0.9707443714141846,0.3573648656852089,0.358489934953837,0.7111110687255859,0.0,0.934417486190796,0.0172123908996582,0.9172050952911376,0.3448097446869085,0.3364015406724843,0.7177777290344238,0.0,7.150933340976112,0.8720979690551758
causal,8,algorithms,"[[32, 121], [5, 119], [27, 86], [6, 0], [27, 146], [14, 32], [27, 246], [10, 23]]",25165824.0,19.0,1.5622369050979614,0.1297158002853393,1.5622369050979614,1.432521104812622,0.5764816223455218,0.5131158227275795,0.7222221493721008,0.0,1.5667839050292969,0.1297411918640136,1.4370427131652832,0.578159512484122,0.5147813091521932,0.7177777290344238,0.0,8.336947516391152,0.4041910171508789
routing,1,algorithms,"[[32, 121]]",3145728.0,19.0,0.6833775043487549,-0.0062248706817626,0.6787088513374329,0.6896023750305176,0.2521733874650085,0.2552142190938503,0.6922221183776855,0.0,0.689516544342041,-0.0105652809143066,0.7000818252563477,0.2544387568999674,0.2595998665863013,0.6966665387153625,0.0,6.807752383382697,0.0767689943313598
routing,2,algorithms,"[[32, 121], [8, 255]]",6291456.0,19.0,0.8241492509841919,0.047655701637268,0.8241492509841919,0.7764935493469238,0.3041196221340204,0.2808399473838592,0.7133333086967468,0.0,0.7758580446243286,0.010009765625,0.7658482789993286,0.286299666084774,0.2814099240377675,0.6966665387153625,0.0,6.770216314416182,0.8136656284332275
routing,4,algorithms,"[[32, 121], [8, 255], [18, 119], [15, 74]]",12582912.0,19.0,1.0850646495819092,-0.0471112728118896,1.049731194972992,1.1321759223937988,0.4004001105719176,0.4234138333888581,0.7188888788223267,0.0,1.1223819255828855,0.0101103782653808,1.1122715473175049,0.4141705724912061,0.4092316814554459,0.7233332991600037,0.0,7.23697933397795,0.4830274581909179
routing,8,algorithms,"[[32, 121], [8, 255], [18, 119], [15, 74], [28, 210], [33, 235], [35, 132], [26, 224]]",25165824.0,19.0,1.5525710582733154,0.0312957763671875,1.5525710582733154,1.521275281906128,0.5729148246078472,0.5576269268358803,0.778333306312561,0.0,1.6042510271072388,-0.0265812873840332,1.630832314491272,0.5919852691600951,0.6049701524685162,0.778333306312561,0.0,7.494154779534591,0.435062825679779
gradient,1,algorithms,"[[30, 229]]",3145728.0,19.0,0.0975372791290283,0.026975393295288,0.0975372791290283,0.0705618858337402,0.0359922677079148,0.0228148647824086,0.6619999408721924,0.0,0.099494457244873,0.0333409309387207,0.0661535263061523,0.0367144867335693,0.0204275367684045,0.6619999408721924,0.0,6.409869344610917,0.0892486572265625
gradient,2,algorithms,"[[30, 229], [32, 121]]",6291456.0,19.0,0.7788481712341309,0.0331239700317382,0.7788481712341309,0.7457242012023926,0.2874030538189981,0.2712220886400084,0.7011110782623291,0.0,0.7809711694717407,0.0344963073730468,0.7464748620986938,0.2881864621895597,0.271335114121313,0.6966665387153625,0.0,9.226520789297004,0.0763754844665527
gradient,4,algorithms,"[[30, 229], [32, 121], [29, 194], [25, 168]]",12582912.0,19.0,1.7831938862800598,0.3473540544509887,1.7831938862800598,1.435839831829071,0.6580170402867832,0.4883355723206266,0.7367777824401855,0.1599999964237213,1.7833884954452517,0.349435806274414,1.4339526891708374,0.6580888530873301,0.4873904552744834,0.7323333621025085,0.1599999964237213,10.642317119397616,0.1117467880249023
gradient,8,algorithms,"[[30, 229], [32, 121], [29, 194], [25, 168], [24, 153], [28, 149], [26, 134], [31, 132]]",25165824.0,19.0,2.2435496747493744,0.7844816446304321,2.2435496747493744,1.4590680301189425,0.8278931012906685,0.444676048408453,0.847777783870697,0.4799999892711639,2.246523231267929,0.804399847984314,1.4421233832836151,0.8289903744893483,0.4360433359022676,0.8494444489479065,0.5199999809265137,9.715607367063823,0.2403411865234375
gradient_specific,1,algorithms,"[[32, 121]]",3145728.0,19.0,0.6833775043487549,-0.0062248706817626,0.6787088513374329,0.6896023750305176,0.2521733874650085,0.2552142190938503,0.6922221183776855,0.0,0.689516544342041,-0.0105652809143066,0.7000818252563477,0.2544387568999674,0.2595998665863013,0.6966665387153625,0.0,6.807752383382697,0.0767689943313598
gradient_specific,2,algorithms,"[[32, 121], [30, 229]]",6291456.0,19.0,0.7788481712341309,0.0331239700317382,0.7788481712341309,0.7457242012023926,0.2874030538189981,0.2712220886400084,0.7011110782623291,0.0,0.7809711694717407,0.0344963073730468,0.7464748620986938,0.2881864621895597,0.271335114121313,0.6966665387153625,0.0,9.226520789297004,0.0763754844665527
gradient_specific,4,algorithms,"[[32, 121], [30, 229], [35, 132], [34, 113]]",12582912.0,19.0,1.2777695655822754,0.0384864807128906,1.2777695655822754,1.2392830848693848,0.4715102234154511,0.4527096870159662,0.716666579246521,0.0,1.274890661239624,0.0336756706237793,1.2412149906158447,0.4704478778514631,0.4539974085019138,0.7099999785423279,0.0,9.563384834088778,0.0923900604248046
gradient_specific,8,algorithms,"[[32, 121], [30, 229], [35, 132], [34, 113], [29, 194], [37, 155], [28, 210], [26, 224]]",25165824.0,19.0,2.070538640022278,0.1770921945571899,2.070538640022278,1.893446445465088,0.7640502349125375,0.6775412013982847,0.8012222051620483,0.2000000029802322,2.077386975288391,0.1843988895416259,1.8929880857467647,0.766577341660363,0.6764990084213678,0.7995555400848389,0.1599999964237213,9.837372127332186,0.0962052345275878
