layer,expert,selection_supervised_positions,selection_supervised_selected_hits,selection_supervised_selected_rate,selection_supervised_routing_mass,routing_rank
26,184,4051,901,0.22241421871142927,0.03301521325752901,179
31,151,4051,708,0.17477166131819305,0.032843453005430755,180
22,105,4051,826,0.2039002715378919,0.03278969505986176,181
29,206,4051,1016,0.2508022710441866,0.03275275153897186,182
35,3,4051,786,0.19402616637867193,0.03260112038308442,183
13,77,4051,1083,0.26734139718588,0.03256833526829795,184
33,27,4051,927,0.22883238706492223,0.03255284671223155,185
23,166,4051,847,0.20908417674648236,0.03206842253455937,186
15,29,4051,826,0.2039002715378919,0.032025151004381636,187
33,151,4051,882,0.2177240187607998,0.031156948130091334,188
10,23,4051,1011,0.24956800789928413,0.030748038196587262,189
22,204,4051,1050,0.25919526042952357,0.030705851468001727,190
10,125,4051,765,0.18884226117008146,0.030703018930510986,191
27,164,4051,940,0.2320414712416687,0.030662640204579115,192
22,176,4051,849,0.20957788200444336,0.03025668334207603,193
20,4,4051,858,0.21179955566526784,0.029885018263237473,194
31,29,4051,789,0.19476672426561342,0.029790761058226364,195
21,215,4051,913,0.22537645025919525,0.029770571695260428,196
15,177,4051,829,0.2046408294248334,0.029722358291162675,197
37,169,4051,807,0.1992100715872624,0.029420542381510737,198
26,206,4051,969,0.2392001974821032,0.029385286329764254,199
27,126,4051,837,0.20661565045667737,0.029378054319149593,200
16,29,4051,870,0.21476178721303382,0.029004460704147125,201
19,40,4051,964,0.2379659343372007,0.028975291594667982,202
30,95,4051,701,0.17304369291532956,0.028698787722167367,203
37,229,4051,714,0.17625277709207604,0.02846814685031474,204
23,53,4051,1037,0.2559861762527771,0.028404023022864724,205
22,231,4051,820,0.20241915576400887,0.028348457074642064,206
25,167,4051,757,0.18686744013823747,0.02830030393729943,207
8,95,4051,763,0.18834855591212046,0.028289154587601825,208
38,200,4051,719,0.17748704023697853,0.028228646765459147,209
19,113,4051,908,0.22414218711429276,0.02822545262743767,210
27,18,4051,831,0.20513453468279438,0.02812064874028018,211
34,98,4051,696,0.17180942977042704,0.02805833291548383,212
6,200,4051,826,0.2039002715378919,0.027937498071463836,213
32,51,4051,611,0.15082695630708468,0.027835406188286844,214
39,165,4051,621,0.15329548259688966,0.027802982674031102,215
12,37,4051,873,0.21550234509997532,0.027776043434491485,216
26,251,4051,696,0.17180942977042704,0.027773090363490495,217
23,184,4051,743,0.1834115033325105,0.02744686641801407,218
28,107,4051,945,0.2332757343865712,0.027434089865928164,219
28,160,4051,1089,0.268822512959763,0.027398231146630463,220
33,79,4051,650,0.1604542088373241,0.027382983657584545,221
32,202,4051,888,0.2192051345346828,0.027362914828128856,222
26,41,4051,710,0.17526536657615405,0.027350198542798073,223
25,87,4051,982,0.24240928165884967,0.027232497570044433,224
20,176,4051,1053,0.25993581831646506,0.02716361266893977,225
23,89,4051,915,0.22587015551715625,0.027160599331183657,226
24,192,4051,870,0.21476178721303382,0.02713064675388793,227
34,107,4051,804,0.1984695137003209,0.02697172332063071,228
39,61,4051,597,0.1473710195013577,0.02681780202804863,229
21,136,4051,821,0.20266600839298937,0.026727522428875588,230
31,55,4051,685,0.16909405085164156,0.026657371925913356,231
34,79,4051,759,0.18736114539619847,0.026614944130307332,232
30,66,4051,889,0.2194519871636633,0.026507307705659098,233
20,250,4051,1011,0.24956800789928413,0.026489408479387806,234
18,191,4051,651,0.1607010614663046,0.02648018766585411,235
37,243,4051,732,0.180696124413725,0.02627666683380647,236
21,32,4051,1044,0.2577141446556406,0.026106413250586276,237
10,246,4051,757,0.18686744013823747,0.025973404522031597,238
22,148,4051,808,0.1994569242162429,0.025928445522710442,239
21,5,4051,905,0.22340162922735127,0.02585492008146137,240
14,1,4051,788,0.19451987163663292,0.025825992039002717,241
8,189,4051,703,0.17353739817329056,0.025778742902986918,242
8,124,4051,977,0.24117501851394718,0.02569611718171439,243
31,164,4051,683,0.16860034559368056,0.02569599664820415,244
17,85,4051,898,0.22167366082448778,0.02567303501450259,245
29,254,4051,822,0.20291286102196987,0.025638743230838066,246
10,249,4051,917,0.22636386077511725,0.02559517036688472,247
13,4,4051,619,0.15280177733892866,0.025568532461120713,248
20,112,4051,801,0.1977289558133794,0.02550308276505801,249
10,184,4051,703,0.17353739817329056,0.02546210137157492,250
19,180,4051,785,0.19377931374969143,0.025375678844729695,251
13,142,4051,820,0.20241915576400887,0.025354947080967662,252
21,183,4051,519,0.1281165144408788,0.025224891423413973,253
35,171,4051,683,0.16860034559368056,0.025080673078406567,254
6,187,4051,841,0.20760306097259937,0.02500678603662676,255
26,188,4051,934,0.23056035546778572,0.02491909790792397,256
11,91,4051,857,0.21155270303628734,0.024911263229758084,257
2,223,4051,809,0.1997037768452234,0.024880587451400888,258
14,62,4051,838,0.20686250308565787,0.024869498368458406,259
25,178,4051,614,0.15156751419402617,0.024831228978955813,260
6,47,4051,735,0.1814366823006665,0.0246576607242039,261
16,160,4051,559,0.13799061960009873,0.024587510221241667,262
33,225,4051,565,0.13947173537398172,0.024566055256418168,263
18,230,4051,496,0.12243890397432733,0.024505426900765244,264
38,37,4051,884,0.2182177240187608,0.024504191432285237,265
22,14,4051,710,0.17526536657615405,0.024465409775364107,266
36,203,4051,663,0.1636632930140706,0.024442568675172797,267
11,149,4051,835,0.20612194519871638,0.024435879065354233,268
4,96,4051,758,0.18711429276721797,0.024348552537182176,269
19,238,4051,806,0.1989632189582819,0.024082896680603556,270
14,130,4051,640,0.15798568254751913,0.023944825544618614,271
28,198,4051,648,0.15996050357936312,0.023922647378733647,272
12,27,4051,750,0.18513947173537398,0.02386063288771291,273
11,255,4051,794,0.19600098741051591,0.023846229133238705,274
24,153,4051,727,0.17946186126882252,0.023642165900394963,275
4,209,4051,617,0.15230807208096767,0.023602630909034805,276
34,19,4051,621,0.15329548259688966,0.023522536391477413,277
33,52,4051,661,0.1631695877561096,0.023464620039804988,278
26,214,4051,663,0.1636632930140706,0.023435149596550235,279
14,28,4051,743,0.1834115033325105,0.023291051785053075,280
3,76,4051,684,0.16884719822266106,0.023265317880615897,281
31,222,4051,864,0.21328067143915083,0.023264353612533942,282
22,108,4051,664,0.1639101456430511,0.02322825382621575,283
24,34,4051,792,0.19550728215255492,0.02312935608106023,284
23,119,4051,687,0.16958775610960256,0.023124534740650456,285
10,126,4051,598,0.1476178721303382,0.023059627445383857,286
9,110,4051,815,0.20118489261910638,0.022928125385707234,287
39,31,4051,637,0.15724512466057763,0.022907514155455444,288
25,86,4051,691,0.17057516662552455,0.022822116163447297,289
34,80,4051,653,0.1611947667242656,0.02275238752777092,290
39,20,4051,514,0.1268822512959763,0.022716167207942485,291
3,160,4051,649,0.16020735620834362,0.022627454544402615,292
18,43,4051,636,0.15699827203159714,0.022467747643328807,293
23,226,4051,710,0.17526536657615405,0.02246232363536781,294
8,184,4051,472,0.11651444087879535,0.022457200961182425,295
29,249,4051,847,0.20908417674648236,0.02245430815693656,296
25,192,4051,674,0.16637867193285608,0.022319129825197483,297
8,212,4051,733,0.1809429770427055,0.02216514826586028,298
26,203,4051,828,0.2043939767958529,0.02215104584516169,299
8,208,4051,559,0.13799061960009873,0.022142849566465072,300
39,221,4051,384,0.09479140952851148,0.022084993481547768,301
3,87,4051,650,0.1604542088373241,0.021994774149129846,302
18,117,4051,700,0.17279684028634906,0.02193914793415206,303
1,19,4051,600,0.1481115773882992,0.02193589352937546,304
30,184,4051,597,0.1473710195013577,0.021894249201586027,305
35,142,4051,711,0.17551221920513455,0.021854111542674647,306
25,193,4051,696,0.17180942977042704,0.02178974664820415,307
10,16,4051,680,0.16785978770673907,0.021656014718588003,308
5,162,4051,753,0.18588002962231548,0.02158254954409405,309
13,187,4051,526,0.12984448284374228,0.021572424729233524,310
33,2,4051,557,0.13749691434213773,0.02154843856069489,311
17,48,4051,588,0.1451493458405332,0.021475455520241916,312
10,72,4051,724,0.17872130338188102,0.02134931720177117,313
19,174,4051,521,0.1286102196988398,0.02132273956276228,314
36,105,4051,599,0.1478647247593187,0.02125421626218835,315
13,117,4051,687,0.16958775610960256,0.020983919865465318,316
1,215,4051,751,0.18538632436435448,0.02086061408448531,317
38,178,4051,516,0.1273759565539373,0.02083524178057887,318
5,175,4051,562,0.13873117748704022,0.020751712057979512,319
29,50,4051,585,0.14440878795359172,0.020724893351950137,320
9,111,4051,407,0.10046901999506294,0.020674510344667982,321
31,52,4051,671,0.16563811404591458,0.02061840199564922,322
11,26,4051,756,0.18662058750925697,0.020551204563687978,323
18,37,4051,677,0.16711922981979757,0.020518057848370772,324
30,138,4051,596,0.1471241668723772,0.020478221523235005,325
14,57,4051,740,0.182670945445569,0.020399091273759565,326
19,96,4051,780,0.19254505060478894,0.020380107245896076,327
28,159,4051,591,0.1458899037274747,0.02037287523528141,328
6,17,4051,764,0.18859540854110096,0.020367330693810172,329
33,31,4051,704,0.17378425080227106,0.020348165865681313,330
22,144,4051,643,0.15872624043446062,0.020347683731640337,331
14,229,4051,574,0.14169340903480623,0.02033605224790175,332
12,6,4051,488,0.12046408294248334,0.020330989840471488,333
32,167,4051,439,0.1083683041224389,0.0199964490827882,334
4,138,4051,672,0.16588496667489508,0.019981201593742285,335
16,75,4051,717,0.17699333497901754,0.019978067722475932,336
33,154,4051,711,0.17551221920513455,0.019913522027740063,337
11,79,4051,692,0.17082201925450505,0.019904843615002468,338
36,236,4051,476,0.11750185139471736,0.01988176144779067,339
3,111,4051,605,0.14934584053320168,0.019877783841952604,340
38,146,4051,483,0.11922981979758085,0.0198413827218588,341
32,197,4051,528,0.13033818810170328,0.019822037093464577,342
32,137,4051,430,0.10614663046161442,0.0198155885506665,343
12,243,4051,603,0.1488521352752407,0.019783406103431253,344
23,91,4051,639,0.15773882991853863,0.019753815126666255,345
28,250,4051,647,0.15971365095038262,0.019727358021167613,346
26,102,4051,558,0.13774376697111823,0.019681314220254258,347
6,89,4051,746,0.184152061219452,0.019678481682763514,348
24,251,4051,589,0.1453961984695137,0.01960790931251543,349
28,137,4051,698,0.17230313502838807,0.019573677795606023,350
29,41,4051,475,0.11725499876573686,0.019508469166563812,351
15,113,4051,729,0.17995556652678352,0.019494848879906195,352
30,190,4051,729,0.17995556652678352,0.01947767285469637,353
18,27,4051,599,0.1478647247593187,0.019474478716674896,354
20,171,4051,553,0.13650950382621574,0.019428495182516662,355
26,57,4051,842,0.20784991360157987,0.019334057177240186,356
24,161,4051,638,0.15749197728955813,0.019320557424092815,357
33,101,4051,721,0.17798074549493953,0.019285060305325844,358
30,174,4051,586,0.14465564058257221,0.019228108221735374,359
3,152,4051,443,0.1093557146383609,0.01916832360065416,360
14,250,4051,654,0.1614416193532461,0.019167720933102938,361
11,224,4051,765,0.18884226117008146,0.019147230236361393,362
22,129,4051,554,0.13675635645519624,0.019106851510429523,363
2,109,4051,725,0.17896815601086152,0.019001264155455444,364
20,132,4051,438,0.1081214514934584,0.018887661322050112,365
39,127,4051,628,0.15502345099975315,0.018802022263021478,366
37,121,4051,531,0.13107874598864477,0.018747239782615402,367
39,225,4051,606,0.14959269316218218,0.01873361949595779,368
36,1,4051,545,0.13453468279437175,0.018653766045420885,369
9,13,4051,716,0.17674648235003704,0.018630382544433475,370
13,66,4051,602,0.1486052826462602,0.018623451867594423,371
18,83,4051,589,0.1453961984695137,0.01854588855375216,372
37,221,4051,535,0.13206615650456677,0.01849201007467292,373
29,31,4051,563,0.13897803011602072,0.018489117270427055,374
10,31,4051,554,0.13675635645519624,0.01839052085904715,375
4,99,4051,441,0.1088620093803999,0.018330977304986423,376
33,25,4051,413,0.10195013576894595,0.018328807701802025,377
27,2,4051,593,0.1463836089854357,0.018261128135799803,378
33,166,4051,651,0.1607010614663046,0.018215807535947915,379
23,179,4051,738,0.182177240187608,0.018208937125863984,380
7,216,4051,467,0.11528017773389286,0.018172957873056037,381
9,85,4051,640,0.15798568254751913,0.01803506753733646,382
34,212,4051,576,0.14218711429276723,0.017997039214854356,383
13,155,4051,469,0.11577388299185386,0.01795720288971859,384
4,151,4051,487,0.12021723031350284,0.01789018625802271,385
31,189,4051,542,0.13379412490743026,0.01787728917242656,386
33,234,4051,370,0.0913354727227845,0.017865055021136757,387
30,135,4051,570,0.14070599851888424,0.017854930206276227,388
17,17,4051,665,0.1641569982720316,0.017822928559306343,389
32,92,4051,576,0.14218711429276723,0.017739157769686497,390
15,180,4051,713,0.17600592446309554,0.017737289500277708,391
35,101,4051,557,0.13749691434213773,0.01772354868010985,392
10,133,4051,531,0.13107874598864477,0.017716859070291285,393
37,190,4051,422,0.10417180942977043,0.01765809898404715,394
1,156,4051,333,0.08220192545050604,0.0176489987040237,395
10,123,4051,653,0.1611947667242656,0.017514242239570477,396
11,85,4051,579,0.14292767217970873,0.017488689135398666,397
26,222,4051,454,0.11207109355714638,0.017470609108862008,398
29,43,4051,573,0.14144655640582574,0.017416248495741794,399
17,22,4051,578,0.14268081955072823,0.017357428142742534,400
33,142,4051,577,0.14243396692174773,0.017340673984818564,401
18,156,4051,717,0.17699333497901754,0.01731283074395211,402
34,211,4051,569,0.1404591458899037,0.01723749730004937,403
20,91,4051,497,0.12268575660330783,0.01723556876388546,404
19,227,4051,680,0.16785978770673907,0.017226589017372253,405
37,177,4051,535,0.13206615650456677,0.017194707903912615,406
19,69,4051,606,0.14959269316218218,0.017191393232380895,407
31,38,4051,448,0.11058997778326339,0.01718633082495063,408
4,200,4051,622,0.15354233522587016,0.017147458767896816,409
24,146,4051,589,0.1453961984695137,0.017105151505801035,410
22,185,4051,525,0.12959763021476178,0.01707664533062824,411
36,55,4051,447,0.11034312515428289,0.017033916201246606,412
1,18,4051,523,0.1291039249568008,0.01701667990928166,413
29,83,4051,605,0.14934584053320168,0.01698262919263762,414
20,242,4051,548,0.13527524068131325,0.016952254748056037,415
12,99,4051,671,0.16563811404591458,0.0169154920274315,416
14,236,4051,553,0.13650950382621574,0.016864084485312267,417
15,244,4051,539,0.13305356702048876,0.016855707406350284,418
23,250,4051,439,0.1083683041224389,0.01683220337185263,419
16,17,4051,589,0.1453961984695137,0.016780313695692422,420
31,219,4051,433,0.10688718834855591,0.01677724009118119,421
15,236,4051,589,0.1453961984695137,0.01669473490341891,422
17,246,4051,680,0.16785978770673907,0.016605299038817575,423
6,39,4051,618,0.15255492470994816,0.016558170436312022,424
20,251,4051,522,0.1288570723278203,0.016549552290329547,425
34,111,4051,567,0.13996544063194272,0.01653701680526413,426
20,219,4051,437,0.10787459886447791,0.01652430051993335,427
7,29,4051,640,0.15798568254751913,0.01651055969976549,428
13,144,4051,502,0.12392001974821032,0.016482716458899038,429
34,116,4051,475,0.11725499876573686,0.016419617166286104,430
31,53,4051,506,0.12490743026413231,0.016366582421778575,431
1,31,4051,534,0.13181930387558627,0.01635085279869168,432
33,132,4051,467,0.11528017773389286,0.016257198261231794,433
29,75,4051,453,0.11182424092816588,0.016244180642125402,434
38,121,4051,487,0.12021723031350284,0.016227788084732166,435
16,111,4051,476,0.11750185139471736,0.01620368138268329,436
3,202,4051,398,0.09824734633423846,0.016165592793446062,437
32,236,4051,478,0.11799555665267836,0.016131240743026413,438
20,108,4051,607,0.14983954579116268,0.01607398732566033,439
35,7,4051,486,0.11997037768452234,0.016047771287182176,440
3,143,4051,542,0.13379412490743026,0.016041925411935325,441
15,87,4051,642,0.15847938780548013,0.01604180487842508,442
13,134,4051,558,0.13774376697111823,0.01603354833297334,443
15,117,4051,533,0.13157245124660577,0.016016010707232783,444
16,140,4051,588,0.1451493458405332,0.01593898979418662,445
16,158,4051,595,0.1468773142433967,0.015924887373488027,446
26,36,4051,456,0.11256479881510738,0.015898671335009874,447
17,29,4051,462,0.11404591458899037,0.015846178991298445,448
26,164,4051,377,0.09306344112564799,0.015846178991298445,449
21,163,4051,622,0.15354233522587016,0.015799653056344114,450
29,159,4051,560,0.13823747222907923,0.015760298865249323,451
6,75,4051,372,0.0918291779807455,0.015758792196371267,452
4,8,4051,556,0.13725006171315723,0.015754935124043447,453
20,226,4051,500,0.12342631449024932,0.01572016120633794,454
24,112,4051,653,0.1611947667242656,0.015690509962817824,455
35,217,4051,465,0.11478647247593186,0.015655675778357196,456
12,60,4051,568,0.14021229326092322,0.015616140786997038,457
19,111,4051,533,0.13157245124660577,0.01560053169742039,458
35,124,4051,320,0.07899284127375956,0.015584982874598865,459
35,234,4051,550,0.13576894593927424,0.01554942548907677,460
8,79,4051,622,0.15354233522587016,0.015503863822204395,461
1,66,4051,508,0.1254011355220933,0.015503261154653171,462
31,101,4051,459,0.11330535670204887,0.015340480649068131,463
28,21,4051,457,0.11281165144408788,0.015335840108923722,464
38,174,4051,399,0.09849419896321895,0.015334152639780302,465
17,188,4051,516,0.1273759565539373,0.015237786098339916,466
5,2,4051,542,0.13379412490743026,0.015213619129535918,467
1,201,4051,592,0.1461367563564552,0.015209520990187608,468
32,162,4051,330,0.08146136756356455,0.015200601510429524,469
2,208,4051,558,0.13774376697111823,0.01516444145735621,470
29,170,4051,397,0.09800049370525796,0.015112612047951123,471
7,4,4051,451,0.11133053567020489,0.0149827371906628,472
26,100,4051,452,0.11157738829918538,0.014890529055325846,473
