layer,seed,level,group_size,experts_json,target_delta_nll,control_delta_nll,causal_specificity
8,17,5,1,[102],0.0062120407819747925,0.011858002282679081,-0.0026814609300345182
8,17,5,1,[136],-0.0005888035520911217,-0.001763841137290001,-0.0005888035520911217
8,17,5,1,[29],0.002011425793170929,0.01358470693230629,-0.008177104406058788
8,17,5,1,[24],0.00017790868878364563,0.005137147381901741,-0.00367495184764266
8,17,5,1,[128],0.002033814787864685,0.0029091518372297287,-0.00014804909005761147
8,53,0,32,"[65, 199, 216, 254, 146, 195, 252, 193, 11, 48, 157, 60, 188, 53, 20, 105, 179, 45, 77, 76, 49, 186, 230, 160, 25, 185, 3, 68, 15, 93, 74, 150]",0.004831799305975437,-0.0005080970004200935,0.004831799305975437
8,53,0,32,"[87, 142, 218, 8, 67, 42, 210, 90, 92, 170, 183, 149, 69, 110, 192, 220, 54, 129, 198, 38, 95, 235, 18, 203, 99, 212, 214, 30, 63, 7, 84, 247]",0.0019993307068943977,-0.018690332770347595,0.0019993307068943977
8,53,0,32,"[255, 79, 172, 178, 52, 123, 128, 139, 94, 26, 108, 182, 114, 47, 32, 165, 196, 102, 34, 209, 83, 46, 180, 111, 13, 107, 144, 28, 154, 191, 19, 215]",0.004100305959582329,-0.001384231261909008,0.004100305959582329
8,53,0,32,"[41, 16, 222, 201, 227, 138, 243, 237, 91, 43, 148, 141, 155, 158, 241, 132, 176, 66, 31, 98, 194, 184, 171, 100, 246, 187, 229, 122, 236, 202, 119, 17]",0.1145387589931488,0.01707540452480316,0.10173220559954643
8,53,0,32,"[137, 206, 239, 190, 85, 197, 133, 166, 233, 156, 161, 152, 177, 174, 217, 5, 134, 120, 168, 97, 35, 208, 162, 221, 44, 4, 86, 113, 112, 106, 143, 136]",0.001575901173055172,-0.007987353019416332,0.001575901173055172
8,53,0,32,"[207, 121, 9, 242, 124, 116, 211, 147, 88, 58, 27, 159, 56, 181, 55, 151, 70, 173, 6, 115, 21, 204, 248, 10, 50, 24, 40, 249, 226, 135, 73, 29]",0.011513887904584408,0.004788482561707497,0.007922525983303785
8,53,0,32,"[205, 234, 125, 131, 140, 1, 244, 51, 81, 2, 80, 59, 0, 163, 72, 231, 62, 37, 89, 103, 117, 33, 175, 145, 36, 71, 219, 64, 164, 238, 12, 78]",0.011070388369262218,0.017046906054019928,-0.0017147911712527275
8,53,0,32,"[167, 126, 39, 228, 232, 127, 153, 169, 23, 213, 240, 96, 57, 245, 200, 250, 109, 224, 22, 223, 118, 130, 225, 101, 14, 189, 251, 104, 82, 61, 253, 75]",0.008672640658915043,0.0031018229201436043,0.00634627346880734
8,53,1,16,"[41, 16, 222, 201, 227, 138, 243, 237, 91, 43, 148, 141, 155, 158, 241, 132]",0.0014423709362745285,0.016179494559764862,-0.010692249983549118
8,53,1,16,"[176, 66, 31, 98, 194, 184, 171, 100, 246, 187, 229, 122, 236, 202, 119, 17]",0.11150437593460083,-0.006835222244262695,0.11150437593460083
8,53,1,16,"[207, 121, 9, 242, 124, 116, 211, 147, 88, 58, 27, 159, 56, 181, 55, 151]",0.004789657890796661,-0.009190691635012627,0.004789657890796661
8,53,1,16,"[70, 173, 6, 115, 21, 204, 248, 10, 50, 24, 40, 249, 226, 135, 73, 29]",-0.0003823712468147278,-0.008954443037509918,-0.0003823712468147278
8,53,1,16,"[167, 126, 39, 228, 232, 127, 153, 169, 23, 213, 240, 96, 57, 245, 200, 250]",0.0036182962357997894,0.007861883379518986,-0.00227811629883945
8,53,1,16,"[109, 224, 22, 223, 118, 130, 225, 101, 14, 189, 251, 104, 82, 61, 253, 75]",-0.0027532577514648438,0.006843918934464455,-0.007886196952313185
8,53,1,16,"[65, 199, 216, 254, 146, 195, 252, 193, 11, 48, 157, 60, 188, 53, 20, 105]",0.002517707645893097,0.014693246223032475,-0.008502227021381259
8,53,1,16,"[179, 45, 77, 76, 49, 186, 230, 160, 25, 185, 3, 68, 15, 93, 74, 150]",-0.0007851459085941315,-0.012084323912858963,-0.0007851459085941315
8,53,2,8,"[176, 66, 31, 98, 194, 184, 171, 100]",0.10724638402462006,-0.004597760736942291,0.10724638402462006
8,53,2,8,"[246, 187, 229, 122, 236, 202, 119, 17]",0.007730756886303425,0.009044848382472992,0.0009471205994486809
8,53,2,8,"[207, 121, 9, 242, 124, 116, 211, 147]",0.003862866200506687,0.0022614002227783203,0.002166816033422947
8,53,2,8,"[88, 58, 27, 159, 56, 181, 55, 151]",0.00810723565518856,0.002968808636069298,0.005880629178136587
8,53,2,8,"[70, 173, 6, 115, 21, 204, 248, 10]",0.007689082995057106,-0.004326864145696163,0.007689082995057106
8,53,2,8,"[50, 24, 40, 249, 226, 135, 73, 29]",0.0040217190980911255,-7.993727922439575e-05,0.0040217190980911255
8,53,2,8,"[179, 45, 77, 76, 49, 186, 230, 160]",-0.0021760081872344017,0.004376450553536415,-0.005458346102386713
8,53,2,8,"[25, 185, 3, 68, 15, 93, 74, 150]",0.007354311645030975,-0.0018573086708784103,0.007354311645030975
8,53,3,4,"[176, 66, 31, 98]",-0.0030551664531230927,0.004989835433661938,-0.006797543028369546
8,53,3,4,"[194, 184, 171, 100]",0.10950040817260742,0.00930756889283657,0.10251973150298
8,53,3,4,"[70, 173, 6, 115]",0.003714115358889103,-0.014697238802909851,0.003714115358889103
8,53,3,4,"[21, 204, 248, 10]",0.00691984873265028,-0.014146109111607075,0.00691984873265028
8,53,3,4,"[25, 185, 3, 68]",-0.0020470619201660156,0.007773950695991516,-0.007877524942159653
8,53,3,4,"[15, 93, 74, 150]",0.0011546686291694641,0.005555356852710247,-0.003011849010363221
8,53,3,4,"[88, 58, 27, 159]",0.0006914641708135605,0.0053644804283976555,-0.003331896150484681
8,53,3,4,"[56, 181, 55, 151]",0.00035063549876213074,0.006514194421470165,-0.004535010317340493
8,53,4,2,"[194, 184]",0.1213812455534935,0.013697979971766472,0.11110776057466865
8,53,4,2,"[171, 100]",0.0012246472761034966,0.008647039532661438,-0.005260632373392582
8,53,4,2,"[21, 204]",0.0021602297201752663,-0.005606268532574177,0.0021602297201752663
8,53,4,2,"[248, 10]",0.0043783001601696014,-7.987208664417267e-05,0.0043783001601696014
8,53,4,2,"[70, 173]",0.0006732968613505363,0.004841719754040241,-0.0029579929541796446
8,53,4,2,"[6, 115]",0.0018326668068766594,-0.014632216654717922,0.0018326668068766594
8,53,4,2,"[15, 93]",-3.83034348487854e-05,-0.009313504211604595,-3.83034348487854e-05
8,53,4,2,"[74, 150]",0.0026404373347759247,-0.00030305515974760056,0.0026404373347759247
8,53,5,1,[194],0.0038685770705342293,-0.0016998080536723137,0.0038685770705342293
8,53,5,1,[184],0.10941199213266373,0.0003240518271923065,0.1091689532622695
8,53,5,1,[248],0.002088039182126522,0.008475181646645069,-0.00426834705285728
8,53,5,1,[10],0.004529298283159733,0.00667854119092226,-0.0004796076100319624
8,53,5,1,[74],0.001353721134364605,0.0009006531909108162,0.0006782312411814928
8,53,5,1,[150],0.0048208702355623245,-0.003951328806579113,0.0048208702355623245
8,53,5,1,[21],0.004690159112215042,0.0009492943063378334,0.003978188382461667
8,53,5,1,[204],0.005841991864144802,0.004438648000359535,0.0025130058638751507
8,101,0,32,"[221, 20, 101, 99, 119, 217, 82, 13, 71, 72, 127, 133, 23, 241, 5, 18, 237, 175, 107, 211, 77, 252, 125, 2, 86, 57, 92, 189, 197, 94, 89, 130]",0.01023820973932743,-0.00380578450858593,0.01023820973932743
8,101,0,32,"[236, 76, 253, 15, 117, 16, 102, 66, 156, 191, 135, 167, 176, 84, 106, 91, 4, 228, 190, 35, 165, 48, 45, 198, 112, 43, 21, 230, 105, 124, 67, 63]",0.008098081685602665,0.006520255468785763,0.003207890084013343
8,101,0,32,"[188, 255, 10, 30, 158, 87, 59, 14, 97, 17, 150, 243, 74, 55, 148, 145, 210, 149, 95, 154, 103, 9, 207, 12, 201, 179, 22, 88, 24, 249, 61, 195]",0.01199562381953001,0.0032972097396850586,0.009522716514766216
8,101,0,32,"[78, 11, 178, 3, 80, 128, 238, 33, 200, 141, 202, 111, 53, 137, 152, 83, 177, 96, 220, 115, 60, 245, 68, 218, 0, 118, 173, 1, 39, 157, 242, 65]",0.005602847784757614,0.002943301573395729,0.0033953716047108173
8,101,0,32,"[19, 180, 50, 233, 69, 194, 225, 139, 75, 250, 110, 146, 116, 251, 64, 163, 51, 126, 7, 120, 248, 140, 34, 161, 203, 129, 232, 109, 70, 172, 26, 81]",0.004851941950619221,0.00488057266920805,0.0011915124487131834
8,101,0,32,"[98, 229, 227, 122, 181, 93, 254, 184, 28, 174, 192, 144, 171, 121, 162, 90, 246, 213, 235, 231, 132, 142, 222, 170, 168, 58, 215, 196, 136, 199, 155, 108]",0.11729110777378082,-0.005985611118376255,0.11729110777378082
8,101,0,32,"[32, 147, 56, 143, 151, 27, 187, 153, 208, 46, 223, 224, 169, 159, 113, 85, 42, 138, 182, 62, 31, 52, 6, 104, 244, 226, 123, 214, 131, 44, 134, 209]",-0.0014216387644410133,-0.02131189964711666,-0.0014216387644410133
8,101,0,32,"[185, 239, 193, 186, 240, 100, 29, 204, 247, 205, 41, 183, 49, 36, 160, 40, 8, 73, 25, 164, 38, 47, 216, 37, 212, 54, 234, 206, 79, 219, 166, 114]",0.0030555836856365204,-0.014595679938793182,0.0030555836856365204
8,101,1,16,"[98, 229, 227, 122, 181, 93, 254, 184, 28, 174, 192, 144, 171, 121, 162, 90]",0.12446607649326324,0.00605690386146307,0.11992339859716594
8,101,1,16,"[246, 213, 235, 231, 132, 142, 222, 170, 168, 58, 215, 196, 136, 199, 155, 108]",0.0045255981385707855,-0.015366214327514172,0.0045255981385707855
8,101,1,16,"[221, 20, 101, 99, 119, 217, 82, 13, 71, 72, 127, 133, 23, 241, 5, 18]",0.011030416004359722,-0.0020714811980724335,0.011030416004359722
8,101,1,16,"[237, 175, 107, 211, 77, 252, 125, 2, 86, 57, 92, 189, 197, 94, 89, 130]",0.0008124532178044319,-0.002547893673181534,0.0008124532178044319
8,101,1,16,"[188, 255, 10, 30, 158, 87, 59, 14, 97, 17, 150, 243, 74, 55, 148, 145]",0.011155501939356327,0.005777216516435146,0.006822589552029967
8,101,1,16,"[210, 149, 95, 154, 103, 9, 207, 12, 201, 179, 22, 88, 24, 249, 61, 195]",0.0018330235034227371,0.008364979177713394,-0.0044407108798623085
8,101,1,16,"[78, 11, 178, 3, 80, 128, 238, 33, 200, 141, 202, 111, 53, 137, 152, 83]",-0.001404942013323307,0.0005546463653445244,-0.0018209267873317003
8,101,1,16,"[177, 96, 220, 115, 60, 245, 68, 218, 0, 118, 173, 1, 39, 157, 242, 65]",0.0070500923320651054,0.015272616408765316,-0.004404369974508882
8,101,2,8,"[98, 229, 227, 122, 181, 93, 254, 184]",0.10673165321350098,-0.006497451104223728,0.10673165321350098
8,101,2,8,"[28, 174, 192, 144, 171, 121, 162, 90]",0.003017622046172619,0.02692958153784275,-0.017179564107209444
8,101,2,8,"[221, 20, 101, 99, 119, 217, 82, 13]",0.010318000800907612,0.007315673865377903,0.004831245401874185
8,101,2,8,"[71, 72, 127, 133, 23, 241, 5, 18]",0.0022079991176724434,0.01225456316024065,-0.006982923252508044
8,101,2,8,"[188, 255, 10, 30, 158, 87, 59, 14]",0.005173559300601482,-0.003496553748846054,0.005173559300601482
8,101,2,8,"[97, 17, 150, 243, 74, 55, 148, 145]",0.008365576155483723,-0.002199089154601097,0.008365576155483723
8,101,2,8,"[246, 213, 235, 231, 132, 142, 222, 170]",0.0015308791771531105,-0.00025672465562820435,0.0015308791771531105
8,101,2,8,"[168, 58, 215, 196, 136, 199, 155, 108]",0.0017018374055624008,-0.0043867044150829315,0.0017018374055624008
8,101,3,4,"[98, 229, 227, 122]",0.0023158537223935127,-0.006090883165597916,0.0023158537223935127
8,101,3,4,"[181, 93, 254, 184]",0.11294461041688919,0.001262938603758812,0.11199740646407008
8,101,3,4,"[97, 17, 150, 243]",-0.00047528650611639023,0.004432941786944866,-0.00379999284632504
8,101,3,4,"[74, 55, 148, 145]",0.00163369532674551,0.008133246563374996,-0.004466239595785737
8,101,3,4,"[188, 255, 10, 30]",0.0029377778992056847,0.008455515839159489,-0.003403858980163932
8,101,3,4,"[158, 87, 59, 14]",0.0004758937284350395,-0.0030054189264774323,0.0004758937284350395
8,101,3,4,"[221, 20, 101, 99]",0.0032152533531188965,-0.012517154216766357,0.0032152533531188965
8,101,3,4,"[119, 217, 82, 13]",0.006718111224472523,0.005979101173579693,0.002233785344287753
8,101,4,2,"[181, 93]",0.0006345612928271294,-0.0017812559381127357,0.0006345612928271294
8,101,4,2,"[254, 184]",0.10568241775035858,-0.005135824903845787,0.10568241775035858
8,101,4,2,"[221, 20]",0.0009238123893737793,0.0008990410715341568,0.0002495315857231617
8,101,4,2,"[101, 99]",0.004192846827208996,0.015926502645015717,-0.007752030156552792
8,101,4,2,"[98, 229]",0.0035224612802267075,0.0061925919726490974,-0.0011219826992601156
8,101,4,2,"[227, 122]",-0.0034251492470502853,-0.003239239566028118,-0.0034251492470502853
8,101,4,2,"[119, 217]",0.008512153290212154,-0.0028778547421097755,0.008512153290212154
8,101,4,2,"[82, 13]",0.0012022200971841812,0.0022361641749739647,-0.0004749030340462923
8,101,5,1,[254],-0.0005080960690975189,0.0017048362642526627,-0.001786723267287016
8,101,5,1,[184],0.10941199213266373,0.0003240518271923065,0.1091689532622695
8,101,5,1,[119],-0.00015045888721942902,-0.0014309501275420189,-0.00015045888721942902
8,101,5,1,[217],0.0007980158552527428,0.009737125597894192,-0.006504828343167901
8,101,5,1,[181],0.001071123406291008,-0.005091623403131962,0.001071123406291008
8,101,5,1,[93],0.002644859254360199,-0.006860376335680485,0.002644859254360199
8,101,5,1,[221],0.001471756026148796,0.006231914274394512,-0.003202179679647088
8,101,5,1,[20],0.002690538763999939,0.005367397330701351,-0.0013350092340260744
8,211,0,32,"[106, 107, 44, 204, 162, 97, 109, 98, 14, 119, 164, 116, 183, 126, 117, 57, 72, 177, 145, 87, 118, 34, 0, 37, 151, 79, 102, 128, 49, 31, 130, 6]",0.01016127597540617,-0.008664465509355068,0.01016127597540617
8,211,0,32,"[27, 159, 75, 36, 249, 8, 120, 231, 163, 160, 68, 236, 32, 26, 246, 48, 154, 125, 83, 219, 141, 192, 214, 206, 101, 252, 152, 33, 64, 135, 175, 13]",0.013914695009589195,-0.01120997965335846,0.013914695009589195
8,211,0,32,"[10, 110, 144, 217, 71, 211, 234, 9, 208, 113, 238, 244, 228, 207, 95, 185, 171, 69, 254, 88, 173, 105, 63, 210, 58, 243, 216, 225, 77, 21, 169, 178]",0.005815490148961544,-0.00822240300476551,0.005815490148961544
8,211,0,32,"[94, 38, 190, 229, 100, 245, 74, 227, 156, 29, 56, 132, 22, 7, 78, 55, 41, 16, 143, 220, 104, 138, 139, 5, 1, 158, 195, 114, 147, 181, 172, 148]",0.005055789835751057,0.00836541224271059,-0.001218269346281886
8,211,0,32,"[11, 213, 200, 222, 65, 191, 165, 19, 133, 93, 199, 137, 180, 2, 232, 186, 4, 39, 218, 52, 50, 253, 202, 85, 215, 251, 86, 182, 20, 53, 131, 240]",0.0018780399113893509,-0.0066032130271196365,0.0018780399113893509
8,211,0,32,"[242, 235, 226, 123, 168, 248, 62, 112, 111, 239, 146, 176, 35, 221, 224, 205, 184, 80, 194, 25, 40, 230, 140, 70, 201, 47, 18, 198, 76, 247, 45, 223]",0.11151313781738281,0.012672658078372478,0.10200864425860345
8,211,0,32,"[61, 67, 121, 237, 99, 66, 92, 150, 24, 89, 43, 23, 174, 167, 209, 212, 179, 51, 60, 188, 82, 157, 127, 142, 108, 241, 134, 30, 17, 187, 103, 91]",-0.0007662083953619003,0.003009231761097908,-0.0030231322161853313
8,211,0,32,"[81, 3, 161, 155, 149, 15, 197, 73, 59, 28, 46, 115, 42, 96, 189, 170, 124, 196, 250, 193, 12, 166, 153, 54, 122, 233, 84, 136, 255, 90, 129, 203]",-0.0001582978293299675,-0.01980925165116787,-0.0001582978293299675
8,211,1,16,"[242, 235, 226, 123, 168, 248, 62, 112, 111, 239, 146, 176, 35, 221, 224, 205]",-0.0006420807912945747,-0.0027339914813637733,-0.0006420807912945747
8,211,1,16,"[184, 80, 194, 25, 40, 230, 140, 70, 201, 47, 18, 198, 76, 247, 45, 223]",0.11745919287204742,0.02135767787694931,0.10144093446433544
8,211,1,16,"[27, 159, 75, 36, 249, 8, 120, 231, 163, 160, 68, 236, 32, 26, 246, 48]",0.0011837584897875786,-0.00792851485311985,0.0011837584897875786
8,211,1,16,"[154, 125, 83, 219, 141, 192, 214, 206, 101, 252, 152, 33, 64, 135, 175, 13]",0.004443773999810219,0.0018656868487596512,0.0030445088632404804
8,211,1,16,"[106, 107, 44, 204, 162, 97, 109, 98, 14, 119, 164, 116, 183, 126, 117, 57]",0.002036063000559807,0.004277263768017292,-0.0011718848254531622
8,211,1,16,"[72, 177, 145, 87, 118, 34, 0, 37, 151, 79, 102, 128, 49, 31, 130, 6]",0.0045548658818006516,-0.00354783795773983,0.0045548658818006516
8,211,1,16,"[10, 110, 144, 217, 71, 211, 234, 9, 208, 113, 238, 244, 228, 207, 95, 185]",0.005352245643734932,0.008185417391359806,-0.0007868173997849226
8,211,1,16,"[171, 69, 254, 88, 173, 105, 63, 210, 58, 243, 216, 225, 77, 21, 169, 178]",0.006542172282934189,0.0039346227422356606,0.0035912052262574434
8,211,2,8,"[184, 80, 194, 25, 40, 230, 140, 70]",0.11763068288564682,0.0027451319620013237,0.11557183391414583
8,211,2,8,"[201, 47, 18, 198, 76, 247, 45, 223]",0.002116047777235508,0.013485399074852467,-0.007998001528903842
8,211,2,8,"[72, 177, 145, 87, 118, 34, 0, 37]",0.012433970347046852,-0.0023339129984378815,0.012433970347046852
8,211,2,8,"[151, 79, 102, 128, 49, 31, 130, 6]",-0.0003984905779361725,0.002275749109685421,-0.0021053024102002382
8,211,2,8,"[171, 69, 254, 88, 173, 105, 63, 210]",0.0001422334462404251,-0.0032982900738716125,0.0001422334462404251
8,211,2,8,"[58, 243, 216, 225, 77, 21, 169, 178]",0.004054457880556583,-0.008147500455379486,0.004054457880556583
8,211,2,8,"[154, 125, 83, 219, 141, 192, 214, 206]",0.004192683845758438,-0.006775936111807823,0.004192683845758438
8,211,2,8,"[101, 252, 152, 33, 64, 135, 175, 13]",0.0029745465144515038,0.00544587429612875,-0.0011098592076450586
8,211,3,4,"[184, 80, 194, 25]",0.11638318002223969,0.016843747347593307,0.1037503695115447
8,211,3,4,"[40, 230, 140, 70]",0.004951867274940014,0.00815662182867527,-0.0011655990965664387
8,211,3,4,"[72, 177, 145, 87]",0.019385268911719322,0.011557679623365402,0.01071700919419527
8,211,3,4,"[118, 34, 0, 37]",0.004280518740415573,0.003238111734390259,0.001851934939622879
8,211,3,4,"[154, 125, 83, 219]",0.007030755281448364,0.013273014687001705,-0.0029240057338029146
8,211,3,4,"[141, 192, 214, 206]",0.010382141917943954,-0.006737581454217434,0.010382141917943954
8,211,3,4,"[58, 243, 216, 225]",0.004753471352159977,0.004329857416450977,0.001506078289821744
8,211,3,4,"[77, 21, 169, 178]",0.005382797680795193,0.008664112538099289,-0.001115286722779274
8,211,4,2,"[184, 80]",0.11393972486257553,-0.004145021550357342,0.11393972486257553
8,211,4,2,"[194, 25]",0.002401205711066723,0.014124401845037937,-0.00819209567271173
8,211,4,2,"[72, 177]",0.009012678638100624,0.006245028227567673,0.0043289074674248695
8,211,4,2,"[145, 87]",0.012978045269846916,0.0004930850118398666,0.012608231510967016
8,211,4,2,"[141, 192]",0.0012228302657604218,0.005914775654673576,-0.0032132514752447605
8,211,4,2,"[214, 206]",0.001548335887491703,-0.0027968361973762512,0.001548335887491703
8,211,4,2,"[118, 34]",0.0064500924199819565,0.0001599770039319992,0.006330109667032957
8,211,4,2,"[0, 37]",0.004055337980389595,0.010510081425309181,-0.003827223088592291
8,211,5,1,[184],0.10941199213266373,0.0003240518271923065,0.1091689532622695
8,211,5,1,[80],0.0012374669313430786,0.013895981945097446,-0.009184519527480006
8,211,5,1,[145],0.008698444813489914,0.002293568104505539,0.00697826873511076
8,211,5,1,[87],0.0021277936175465584,0.006967139430344105,-0.00309756095521152
8,211,5,1,[118],0.002765209414064884,0.008688211441040039,-0.003750949166715145
8,211,5,1,[34],0.0056677320972085,-0.006015030667185783,0.0056677320972085
8,211,5,1,[72],0.0030143866315484047,0.0008779177442193031,0.0023559483233839273
8,211,5,1,[177],0.0028015049174427986,-0.0012126164510846138,0.0028015049174427986
21,17,0,32,"[145, 83, 255, 126, 58, 109, 27, 19, 40, 139, 11, 158, 171, 210, 198, 108, 84, 57, 185, 114, 203, 181, 253, 148, 16, 50, 131, 77, 81, 117, 143, 110]",0.0003737565129995346,-0.005736689083278179,0.0003737565129995346
21,17,0,32,"[236, 206, 252, 149, 170, 56, 111, 63, 20, 91, 214, 200, 194, 12, 67, 197, 118, 155, 28, 30, 211, 34, 230, 154, 93, 188, 10, 48, 136, 29, 15, 102]",0.0021718693897128105,0.009935268200933933,-0.005279581760987639
21,17,0,32,"[70, 99, 120, 209, 180, 90, 94, 199, 151, 86, 212, 129, 7, 247, 101, 217, 14, 88, 147, 244, 165, 92, 240, 173, 204, 229, 159, 35, 231, 177, 23, 47]",-0.011260007508099079,-0.018741698935627937,-0.011260007508099079
