layer,expert,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,global_grad_ratio_bf16,scan_peak_gpu_gib,selection_supervised_positions,selection_supervised_selected_hits,selection_supervised_selected_rate,selection_supervised_routing_mass,routing_rank,global_target_grad_rank,global_grad_specific_rank
1,24,0.0006910607917234,0.00091336510377,6.036963895894587e-06,0.7566095837407917,66.35160732269287,4051,112,0.027647494445815848,0.0027195975916440387,3237,8980,3829
1,25,0.0035265779588371,0.0059719556011259,-0.0009523887420073,0.5905231374429049,66.35160732269287,4051,189,0.046655146877314244,0.005348192383053567,1629,7000,4532
1,26,0.0094335554167628,0.007105509750545,0.004104423103854,1.3276395004188957,66.35160732269287,4051,111,0.02740064181683535,0.0033641505376758823,2667,4659,2555
1,27,0.0135419052094221,0.0087020033970475,0.0070154026616364,1.5561824777568491,66.35160732269287,4051,29,0.00715872624043446,0.0009466701894593928,5851,3699,2062
1,28,0.0342868454754352,0.0310783293098211,0.0109780984930694,1.1032396604246342,66.35160732269287,4051,851,0.21007158726240435,0.03585883983121452,157,1585,1637
1,29,0.0017129979096353,7.116299093468115e-05,0.0016596256664342,24.07147118276908,66.35160732269287,4051,113,0.027894347074796346,0.0028990719883979265,3057,8192,3176
1,30,0.0008344957605004,0.0023302817717194,-0.0009132155682891,0.3581093798483298,66.35160732269287,4051,23,0.005677610466551469,0.0005819357874598865,6727,8854,4513
1,31,0.0483111292123794,0.0616777129471302,0.0020528445020318,0.783283408271124,66.35160732269287,4051,534,0.13181930387558627,0.01635085279869168,432,1044,3063
1,32,0.0013885650550946,0.0031253877095878,-0.0009554757270962,0.4442856962643853,66.35160732269287,4051,144,0.03554677857319181,0.003530064914527277,2553,8423,4533
1,33,0.0023659330327063,0.004326666239649,-0.0008790666470304,0.5468258703383273,66.35160732269287,4051,30,0.00740557886941496,0.0006560036295050604,6527,7754,4498
1,34,0.0008788418490439,0.0008027876028791,0.0002767511468846,1.0947376925071597,66.35160732269287,4051,15,0.00370278943470748,0.00030531138144902493,7570,8814,3715
1,35,0.0034662317484617,0.0094795171171426,-0.0036434060893952,0.365654885714354,66.35160732269287,4051,343,0.08467045174031103,0.008435899314983954,946,7048,5339
1,36,0.0011010891757905,0.0032690833322703,-0.0013507233234122,0.3368189377690232,66.35160732269287,4051,30,0.00740557886941496,0.0008310785531350284,6094,8639,4671
1,37,0.0025228853337466,0.0026053111068904,0.0005689020035788,0.968362406357485,66.35160732269287,4051,177,0.04369291532954826,0.004062280629011355,2216,7633,3588
1,38,0.0005642698379233,0.00181649858132,-0.0007981040980666,0.3106359913601791,66.35160732269287,4051,19,0.004690199950629474,0.0004336193031041718,7124,9084,4470
1,39,0.0135795399546623,0.0322511307895183,-0.0106088081374764,0.4210562427365997,66.35160732269287,4051,108,0.026660083929893854,0.004064631032461121,2215,3689,6582
1,40,0.0078575918450951,0.0271820593625307,-0.0125289526768028,0.2890727203560387,66.35160732269287,4051,69,0.017032831399654405,0.004151897293878055,2169,5136,6780
1,41,0.0102093499153852,0.0470788218080997,-0.0250997664406895,0.2168565296043986,66.35160732269287,4051,93,0.022957294495186374,0.003701584099605036,2441,4440,7761
1,42,0.0117382621392607,0.0011107122991234,0.0109052279149182,10.56822917866002,66.35160732269287,4051,66,0.01629227351271291,0.001756052710750432,4371,4054,1642
1,43,0.0204505678266286,0.0225064288824796,0.0035707461647689,0.9086544974551676,66.35160732269287,4051,69,0.017032831399654405,0.0018946662475314738,4189,2673,2666
1,44,0.0010456389281898,0.1120705381035804,-0.0830072646494954,0.0093301856658715,66.35160732269287,4051,21,0.005183905208590471,0.000485147378733646,6977,8682,9116
1,45,0.0021090419031679,0.0048912148922681,-0.0015593692660331,0.4311897860121939,66.35160732269287,4051,197,0.04862996790915823,0.004939824850345594,1795,7926,4753
1,46,0.0106106456369161,0.0305670015513896,-0.0123146055266261,0.3471274609231873,66.35160732269287,4051,129,0.031843989138484324,0.005068313572266107,1741,4325,6759
1,47,0.0033725001849234,0.0112655060365796,-0.0050766293425112,0.2993651748686108,66.35160732269287,4051,51,0.01258948407800543,0.0013713700128054802,4990,7089,5687
1,48,0.0085444003343582,0.0,0.0085444003343582,8544400334.358215,66.35160732269287,4051,85,0.020982473463342383,0.0026655985790545542,3286,4916,1860
1,49,0.0014573138905689,0.0036539686843752,-0.0012831626227125,0.3988304268730306,66.35160732269287,4051,25,0.006171315724512466,0.0005518024098987905,6809,8365,4647
1,50,0.0065133036114275,0.0291866157203912,-0.0153766581788659,0.2231606320377136,66.35160732269287,4051,18,0.004443347321648976,0.0003992069859294002,7218,5587,7068
1,51,0.0038034480530768,0.0141077609732747,-0.0067773726768791,0.2695996948071628,66.35160732269287,4051,45,0.01110836830412244,0.0010536436798012836,5619,6849,6007
1,52,0.0095555474981665,0.0427572503685951,-0.0225123902782797,0.2234836762319392,66.35160732269287,4051,120,0.02962231547765984,0.004606067560478894,1939,4626,7609
1,53,0.0323309935629367,0.0234456714242696,0.0147467399947345,1.3789749492134626,66.35160732269287,4051,265,0.06541594667983214,0.0070432551376203405,1205,1687,1365
1,54,0.0065010273829102,0.0205609872937202,-0.0089197130873799,0.3161826467632524,66.35160732269287,4051,79,0.019501357689459393,0.002890514109170575,3062,5591,6337
1,55,0.0004835545259993,0.0313382558524608,-0.0230201373633462,0.0154301671497123,66.35160732269287,4051,10,0.0024685262898049864,0.00032266820692421623,7510,9145,7645
1,56,0.0010138653451576,0.004029766190797,-0.0020084592979401,0.2515940868285327,66.35160732269287,4051,75,0.0185139471735374,0.0018613387319489016,4232,8705,4904
1,57,0.0011576791293919,0.0025572108570486,-0.0007602290133945,0.4527116431358016,66.35160732269287,4051,97,0.023944705011108368,0.002315569265304863,3645,8595,4450
1,58,0.0019453035201877,0.0047975252382457,-0.0016528404084965,0.4054806224414108,66.35160732269287,4051,97,0.023944705011108368,0.003562970562823994,2528,8023,4789
1,59,0.002814432606101,0.0167673099786043,-0.0097610498778522,0.1678523632905039,66.35160732269287,4051,64,0.015798568254751913,0.0015316193146753887,4705,7418,6458
1,60,0.0023111302871257,0.004656630102545,-0.001181342289783,0.4963096135478481,66.35160732269287,4051,381,0.09405085164156998,0.010091366811435448,781,7799,4606
1,61,0.0134686697274446,0.0405455492436885,-0.0169404922053217,0.3321861456645337,66.35160732269287,4051,336,0.08294248333744754,0.00857571818686744,928,3715,7210
1,62,0.0048098661936819,0.0553520061075687,-0.0367041383869946,0.0868959687612364,66.35160732269287,4051,17,0.004196494692668477,0.00038377869661811897,7270,6329,8285
1,63,0.0058461055159568,0.0046648727729916,0.0023474509362131,1.253218640506343,66.35160732269287,4051,216,0.05332016785978771,0.0056624232442606766,1534,5862,2980
1,64,0.0499542504549026,0.0215557347983121,0.0337874493561685,2.3174459567250114,66.35160732269287,4051,296,0.0730683781782276,0.008718188795976302,917,991,665
1,65,0.0080471886321902,0.0220910795032978,-0.0085211209952831,0.3642732185461852,66.35160732269287,4051,77,0.019007652431498396,0.0041938429554431,2150,5081,6275
1,66,0.0122659336775541,0.0073618413880467,0.006744552636519,1.66615022374754,66.35160732269287,4051,508,0.1254011355220933,0.015503261154653171,462,3936,2096
1,67,0.005969856865704,0.0048607196658849,0.0023243171162903,1.2281837412627186,66.35160732269287,4051,125,0.03085657862256233,0.0030481116738151075,2925,5816,2986
1,68,0.019003102555871,0.0463104508817195,-0.0157297356054186,0.4103415577618978,66.35160732269287,4051,151,0.0372747469760553,0.006105203094143421,1412,2840,7103
1,69,0.0070726885460317,0.0168917793780565,-0.0055961459875106,0.4187059508248652,66.35160732269287,4051,100,0.024685262898049863,0.004258931050975068,2106,5390,5801
1,70,0.0019229557365179,0.015821736305952,-0.0099433464929461,0.1215388563689409,66.35160732269287,4051,211,0.052085904714885216,0.005050173278974327,1744,8038,6486
1,71,0.0073679904453456,0.0391917787492275,-0.022025843616575,0.1879983680328075,66.35160732269287,4051,35,0.008639842014317452,0.0013513011833497903,5027,5291,7571
1,72,0.002171176020056,0.0096295718103647,-0.0050510028377175,0.2254696327715848,66.35160732269287,4051,171,0.042211799555665265,0.004021962169834609,2243,7879,5681
1,73,0.0138704841956496,0.0556579567492008,-0.0278729833662509,0.2492093674566948,66.35160732269287,4051,76,0.018760799802517897,0.001956861538817576,4105,3627,7907
1,74,0.0258174668997526,0.0183473844081163,0.0120569285936653,1.4071469983985612,66.35160732269287,4051,63,0.015551715625771415,0.0036260095886818068,2487,2136,1570
1,75,0.0026170944329351,0.0304426196962595,-0.0202148703392595,0.0859681084926707,66.35160732269287,4051,76,0.018760799802517897,0.0018421136370649223,4259,7554,7450
1,76,0.0015715030021965,0.0044838399626314,-0.001791376969777,0.3504815102552833,66.35160732269287,4051,82,0.020241915576400888,0.0019956130623611456,4047,8287,4823
1,77,0.001500557991676,0.0049132998101413,-0.0021844168659299,0.3054073737314767,66.35160732269287,4051,43,0.01061466304616144,0.0010089860142557393,5711,8339,4960
1,78,0.0019880272448062,0.0017750535625964,0.0006567370728589,1.1199815518684084,66.35160732269287,4051,27,0.0066650209824734635,0.0008361409605652925,6086,7993,3542
1,79,0.0038198952097445,0.013948006555438,-0.0066411097068339,0.2738667489356324,66.35160732269287,4051,35,0.008639842014317452,0.0008878498364601333,5954,6839,5987
1,80,0.0034038897138088,0.0111996019259095,-0.0049958117306232,0.303929526783474,66.35160732269287,4051,48,0.011848926191063935,0.0012270311342878302,5270,7072,5669
1,81,0.0116141261532902,0.0226587932556867,-0.0053799687884747,0.5125659615550298,66.35160732269287,4051,154,0.03801530486299679,0.003735815616514441,2417,4086,5757
1,82,0.0074537526816129,0.0090685524046421,0.0006523383781313,0.8219341244557984,66.35160732269287,4051,76,0.018760799802517897,0.00299429346149099,2971,5262,3546
1,83,0.0165434405207633,0.0094899022951722,0.0094260137993842,1.743267739166951,66.35160732269287,4051,88,0.021723031350283882,0.004607634496112071,1937,3174,1789
1,84,0.002943939063698,0.0240361560136079,-0.0150831779465079,0.1224796120439921,66.35160732269287,4051,36,0.008886694643297952,0.0009261794927178475,5884,7343,7045
1,85,0.0089592533186078,0.0103587843477725,0.0011901650577783,0.8648942788030315,66.35160732269287,4051,239,0.05899777832633918,0.008212671254011355,976,4788,3335
1,86,0.011725234799087,0.0139339314773678,0.0012747861910611,0.8414879043499113,66.35160732269287,4051,107,0.026413231300913356,0.0032433156936558876,2772,4059,3306
1,87,0.002532840007916,0.0093085542321205,-0.0044485756661742,0.2720981093824499,66.35160732269287,4051,243,0.05998518884226117,0.0060396931313255985,1440,7627,5556
1,88,0.0029939720407128,0.002613540738821,0.001033816486597,1.1455616494112333,66.35160732269287,4051,185,0.04566773636139225,0.005104895492625277,1720,7303,3388
1,89,0.009497981518507,0.028051296249032,-0.011540490668267,0.3385933196757765,66.35160732269287,4051,107,0.026413231300913356,0.002958253941927919,3007,4639,6674
1,90,0.0017902752151712,0.0074325795285403,-0.003784159431234,0.2408686254961589,66.35160732269287,4051,485,0.11972352505554185,0.011651733368304122,663,8140,5380
1,91,0.0051936940290033,1.8945471310871653e-05,0.0051794849255202,274.1390630849059,66.35160732269287,4051,184,0.04542088373241175,0.004466128155085164,2004,6156,2355
1,92,0.0014147690963,0.0,0.0014147690963,1414769096.300006,66.35160732269287,4051,6,0.0014811157738829918,0.00014680981547765984,8252,8403,3253
1,93,0.002713689347729,0.0019971157889813,0.001215852505993,1.3588042122257074,66.35160732269287,4051,40,0.009874105159219946,0.00092569735867687,5885,7488,3326
1,94,0.0038595870137214,0.0027534172404557,0.0017945240833796,1.4017443326827144,66.35160732269287,4051,139,0.03431251542828931,0.003524339572790669,2558,6816,3141
1,95,0.0128286844119429,0.0393311902880668,-0.0166697083041071,0.3261707646694086,66.35160732269287,4051,415,0.10244384102690694,0.011961745556652678,627,3821,7187
1,96,0.0001626870798645,0.0247927568852901,-0.018431880584103,0.0065618793670548,66.35160732269287,4051,22,0.0054307578375709705,0.0005449319998148605,6832,9341,7329
1,97,0.0027572698891162,0.0059114210307598,-0.0016762958839535,0.4664309773068991,66.35160732269287,4051,149,0.0367810417180943,0.00387985316125648,2315,7456,4795
1,98,0.0069658076390624,0.0174796227365732,-0.0061439094133675,0.3985101820355135,66.35160732269287,4051,133,0.03283139965440632,0.0033807238953344853,2658,5425,5907
1,99,0.0014781665522605,0.0033587531652301,-0.001040898321662,0.4400938321763024,66.35160732269287,4051,127,0.03135028388052333,0.003253199441495927,2768,8349,4564
1,100,0.0034697102382779,0.0104354787617921,-0.0043568988330662,0.3324917157274281,66.35160732269287,4051,118,0.029128610219698838,0.0038658712740681314,2328,7045,5531
1,101,0.0020065903663635,0.0008716516313143,0.0013528516428777,2.302055422113834,66.35160732269287,4051,97,0.023944705011108368,0.0021861765420575167,3808,7983,3278
1,102,0.0096645867452025,0.0419930592179298,-0.0218302076682448,0.2301472415909601,66.35160732269287,4051,61,0.015058010367810418,0.002783359818563318,3167,4593,7558
1,103,0.0013889349065721,0.0007321790908463,0.0008398005884373,1.8969879392071112,66.35160732269287,4051,30,0.00740557886941496,0.000749356833189336,6281,8421,3464
1,104,0.0178181547671556,0.0241769813001155,-0.000314581207931,0.7369884000503187,66.35160732269287,4051,69,0.017032831399654405,0.003004056675820785,2966,3002,4241
1,105,0.0054173157550394,0.0324112400412559,-0.0188911142759025,0.1671431191147473,66.35160732269287,4051,130,0.03209084176746482,0.0036706069874722293,2461,6057,7361
1,106,0.000796336622443,0.00186249287799,-0.0006005330360494,0.4275649219528225,66.35160732269287,4051,16,0.003949642063687978,0.0003579845254258208,7363,8889,4389
1,107,0.0282636992633342,0.0175127182155847,0.0151291606016457,1.6138956222437366,66.35160732269287,4051,838,0.20686250308565787,0.05727897047025426,72,1938,1354
1,108,0.0032518643420189,0.0134895937517285,-0.0068653309717774,0.2410646607768457,66.35160732269287,4051,186,0.04591458899037275,0.0046173977104418664,1932,7159,6024
1,109,0.0029004460666328,0.0046767322346568,-0.0006071031093597,0.62018647219505,66.35160732269287,4051,17,0.004196494692668477,0.0005040711398420143,6936,7373,4393
1,110,0.0018930126680061,0.0049913506954908,-0.001850500353612,0.3792585981459893,66.35160732269287,4051,127,0.03135028388052333,0.0032734490712169836,2751,8062,4851
1,111,0.0021969971712678,0.0094562154263257,-0.0048951643984764,0.2323336633088079,66.35160732269287,4051,205,0.05060478894100222,0.005046255939891385,1747,7863,5651
1,112,0.0009570040274411,0.0023406229447573,-0.0007984631811268,0.4088672330482907,66.35160732269287,4051,25,0.006171315724512466,0.0006113459639595162,6641,8755,4471
1,113,0.0055319629609584,0.0099861323833465,-0.0019576363265514,0.5539645127907509,66.35160732269287,4051,241,0.059491483584300175,0.006566304037583313,1304,6006,4887
1,114,0.003482223721221,0.0100577361881732,-0.0040610784199088,0.3462234100919795,66.35160732269287,4051,405,0.09997531473710194,0.010455257478863243,752,7036,5456
1,115,0.0013077752664685,0.0086296219378709,-0.0051644411869347,0.1515449084249943,66.35160732269287,4051,153,0.03776845223401629,0.0036750667273512715,2456,8485,5713
1,116,0.0012970607494935,0.0111662447452545,-0.0070776228094473,0.116159082929703,66.35160732269287,4051,37,0.00913354727227845,0.0009613150109540854,5821,8496,6053
1,117,0.0073581100441515,0.0371718369424343,-0.0205207676626741,0.1979485182652834,66.35160732269287,4051,136,0.03357195754134781,0.004718525325536904,1877,5296,7466
1,118,0.0007851826376281,0.0056293727830052,-0.0034368469496257,0.1394795952861943,66.35160732269287,4051,71,0.017526536657615402,0.0018114981254628486,4301,8899,5281
1,119,0.0020969766192138,0.0074048698879778,-0.0034566757967695,0.2831888541802973,66.35160732269287,4051,106,0.026166378671932857,0.002599305148420143,3353,7931,5284
1,120,0.003527202643454,0.0343929454684257,-0.0222675064578652,0.1025559920882509,66.35160732269287,4051,35,0.008639842014317452,0.0008431319041594668,6063,6999,7589
1,121,0.0020085826981812,0.0032240189611911,-0.0004094315227121,0.6230058575139878,66.35160732269287,4051,140,0.03455936805726981,0.0033730097506788448,2662,7982,4297
1,122,0.0037531023845076,0.0245628301054239,-0.0146690201945602,0.1527960079618881,66.35160732269287,4051,46,0.011355220933102938,0.001657215232350037,4514,6886,7016
1,123,0.004426646977663,0.0035916336346417,0.0017329217516817,1.2324884514208172,66.35160732269287,4051,118,0.029128610219698838,0.0029090762697482103,3046,6510,3155
1,124,0.0045755361206829,0.0041837920434772,0.0014376920880749,1.093633735147704,66.35160732269287,4051,16,0.003949642063687978,0.000546981069489015,6819,6450,3246
1,125,0.0122193591669201,0.0194504465907812,-0.0023684757761657,0.6282302624394999,66.35160732269287,4051,89,0.02196988397926438,0.00356863563780548,2524,3946,5015
1,126,0.0077760168351233,0.0036667264066636,0.0050259720301255,2.12069731160498,66.35160732269287,4051,245,0.06047889410022217,0.007377856162058751,1127,5163,2385
1,127,0.0137050608173012,0.0026837026234716,0.0116922838496975,5.106773266281543,66.35160732269287,4051,258,0.06368797827696865,0.006199400032399408,1385,3671,1595
1,128,0.0055449362844228,0.0174220204353332,-0.007521579042077,0.318271712783612,66.35160732269287,4051,49,0.012095778820044433,0.0017147097167366082,4426,5999,6123
1,129,0.0023857022169977,0.010475012473762,-0.0054705571383237,0.2277517303913224,66.35160732269287,4051,26,0.006418168353492965,0.0010910693347321648,5553,7740,5778
1,130,0.0027921786531805,0.0115433745086193,-0.0058653522282838,0.2418858238423976,66.35160732269287,4051,37,0.00913354727227845,0.0008924301098494199,5945,7429,5858
1,131,0.001555333728902,0.0055276369675993,-0.0025903939967975,0.281374073177627,66.35160732269287,4051,31,0.007652431498395458,0.000991026521229326,5755,8304,5065
1,132,0.0010012029670178,0.0025518215261399,-0.000912663177587,0.3923483505290494,66.35160732269287,4051,46,0.011355220933102938,0.0012848872192051345,5141,8718,4511
1,133,0.0017343931831419,0.0053562298417091,-0.0022827791981399,0.323808580675975,66.35160732269287,4051,50,0.012342631449024932,0.0011936433519501358,5339,8177,4988
1,134,0.0024424556177109,0.0008753160363994,0.0017859685904113,2.790370007348927,66.35160732269287,4051,69,0.017032831399654405,0.0017582223139348309,4370,7691,3143
1,135,0.0083850920200347,0.0057988748885691,0.0040359358536079,1.4459860196531746,66.35160732269287,4051,55,0.013576894593927425,0.0015149856902616637,4728,4966,2565
1,136,0.0009626413811929,0.0093997232615947,-0.0060871510650031,0.1024116725886691,66.35160732269287,4051,22,0.0054307578375709705,0.0005100978153542335,6922,8750,5895
1,137,0.0004958277568221,0.0038064795080572,-0.0023590318742208,0.1302588797975462,66.35160732269287,4051,21,0.005183905208590471,0.0004814108399160701,6986,9134,5013
1,138,0.0031698148231953,0.0150569593533873,-0.0081229046918451,0.2105215766735602,66.35160732269287,4051,43,0.01061466304616144,0.0011515771568748458,5425,7207,6221
1,139,0.015522108413279,0.019105739891529,0.0011928034946322,0.8124316828655596,66.35160732269287,4051,760,0.18760799802517897,0.03499099855745495,161,3338,3334
1,140,0.0018939860165119,0.0025749530177563,-3.722874680534005e-05,0.7355419701702671,66.35160732269287,4051,30,0.00740557886941496,0.0008081771861885954,6141,8061,4114
1,141,0.0008158588898368,0.0006307438015937,0.0003428010386414,1.293486969640917,66.35160732269287,4051,66,0.01629227351271291,0.0015598241560725746,4665,8868,3691
1,142,0.0015495286788791,0.0022868583910167,-0.0001656151143833,0.6775796368889515,66.35160732269287,4051,116,0.02863490496173784,0.00293848644624784,3024,8306,4177
1,143,0.0067104203626513,0.0111786900088191,-0.0016735971439629,0.6002868275940266,66.35160732269287,4051,82,0.020241915576400888,0.0024148888777462355,3534,5515,4794
1,144,0.0024747112765908,0.0067837401293218,-0.0026130938204005,0.3648004241096166,66.35160732269287,4051,233,0.05751666255245618,0.005922655092878302,1472,7669,5073
1,145,0.0054605402983725,0.0274236910045146,-0.0151072279550135,0.199117627793955,66.35160732269287,4051,30,0.00740557886941496,0.000773222468217724,6222,6036,7047
1,146,0.0018061111913993,0.0076496172696352,-0.003931101760827,0.2361047785138957,66.35160732269287,4051,53,0.013083189335966429,0.001220401791224389,5281,8132,5423
1,147,0.0055696191266179,0.0052113612182438,0.001661098212935,1.068745552707255,66.35160732269287,4051,128,0.031597136509503826,0.0031652099790175263,2823,5988,3175
1,148,0.0009110802784562,0.0011262148618698,6.641913205385208e-05,0.8089755414296375,66.35160732269287,4051,40,0.009874105159219946,0.000967160886200938,5806,8784,3803
1,149,0.0140138734132051,0.0574128329753875,-0.0290457513183355,0.2440895647662726,66.35160732269287,4051,164,0.040483831152801776,0.006065728369538385,1435,3596,7965
1,150,0.0064232209697365,0.0127499215304851,-0.0031392201781272,0.503785137333969,66.35160732269287,4051,235,0.05801036781041718,0.005877334493026414,1487,5619,5210
1,151,0.0013050374109297,0.0037276623770594,-0.0014907093718647,0.3500953891669699,66.35160732269287,4051,96,0.02369785238212787,0.002231738208929894,3747,8491,4728
1,152,0.0013767287600785,0.0142179168760776,-0.0092867088969796,0.09683055344754,66.35160732269287,4051,137,0.03381881017032831,0.0035409129304492717,2544,8430,6399
1,153,0.0026953562628477,0.0059115281328558,-0.0017382898367941,0.4559491559231894,66.35160732269287,4051,8,0.001974821031843989,0.000144037544742039,8268,7502,4813
1,154,0.0052793221548199,0.0032631522044539,0.0028319580014795,1.6178596101022342,66.35160732269287,4051,59,0.014564305109849419,0.0016003234155146878,4598,6111,2853
1,155,0.0121764177456498,0.0182050392031669,-0.0014773616567254,0.6688487516611746,66.35160732269287,4051,276,0.06813132559861762,0.01219907603832387,611,3956,4721
1,156,0.036140352487564,0.0397742427885532,0.0063096703961491,0.9086370965949956,66.35160732269287,4051,333,0.08220192545050604,0.0176489987040237,395,1499,2160
1,157,0.0154527053236961,0.0145190898329019,0.0045633879490196,1.0643026181719877,66.35160732269287,4051,221,0.0545544310046902,0.006638383076709454,1280,3350,2475
1,158,0.0022017140872776,0.0043184072710573,-0.0010370913660153,0.5098440115928932,66.35160732269287,4051,105,0.02591952604295236,0.004362469336274994,2050,7858,4562
1,159,0.0071341688744723,0.0154884010553359,-0.0044821319170296,0.4606136455611686,66.35160732269287,4051,37,0.00913354727227845,0.0022327627437669713,3741,5365,5563
1,160,0.0010605750139802,0.0038336182478815,-0.0018146386719308,0.2766511804584859,66.35160732269287,4051,15,0.00370278943470748,0.00037570295143174524,7298,8668,4835
1,161,0.0137797938659787,0.0017010000301524,0.0125040438433643,8.10099565762049,66.35160732269287,4051,187,0.04616144161935325,0.005039023929276722,1749,3649,1536
1,162,0.0030149770900607,0.0040902378968894,-5.270133260637522e-05,0.7371153378673722,66.35160732269287,4051,102,0.02517896815601086,0.0026555942977042704,3296,7288,4122
1,163,0.0086602699011564,0.021917674690485,-0.0077779861167073,0.3951272214347142,66.35160732269287,4051,106,0.026166378671932857,0.003131581129659343,2852,4877,6169
1,164,0.0124491201713681,0.0166124384850263,-1.0208692401647568e-05,0.7493854789493888,66.35160732269287,4051,6,0.0014811157738829918,0.00019454108553443593,8034,3899,4103
1,165,0.0034992508590221,0.0215376187115907,-0.0126539631746709,0.1624715761625262,66.35160732269287,4051,4,0.0009874105159219946,9.678840872624043e-05,8522,7017,6797
1,166,0.0100884400308132,0.0060526845045387,0.0055489266524091,1.6667711693185638,66.35160732269287,4051,22,0.0054307578375709705,0.0006360553335596149,6576,4464,2289
1,167,0.0044256495311856,0.0112147582694888,-0.0039854191709309,0.3946272781314909,66.35160732269287,4051,126,0.03110343125154283,0.0028614655332016787,3102,6512,5438
1,168,0.0023628841154277,0.0151691557839512,-0.0090139827225357,0.1557689926140686,66.35160732269287,4051,66,0.01629227351271291,0.001580676453344853,4619,7758,6357
1,169,0.0185695625841617,0.0241074003279209,0.000489012338221,0.7702847395736994,66.35160732269287,4051,159,0.039249568007899284,0.006533036788755863,1315,2910,3627
