layer,expert,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,global_grad_ratio_bf16,scan_peak_gpu_gib
1,39,0.013579539954662323,0.032251130789518356,-0.010608808137476444,0.42105624273659975,66.35160732269287
1,40,0.007857591845095158,0.02718205936253071,-0.012528952676802874,0.28907272035603876,66.35160732269287
1,41,0.010209349915385246,0.04707882180809975,-0.025099766440689564,0.2168565296043986,66.35160732269287
1,42,0.011738262139260769,0.0011107122991234064,0.010905227914918214,10.56822917866002,66.35160732269287
1,43,0.020450567826628685,0.022506428882479668,0.0035707461647689342,0.9086544974551676,66.35160732269287
1,44,0.0010456389281898737,0.11207053810358047,-0.08300726464949548,0.009330185665871599,66.35160732269287
1,45,0.002109041903167963,0.004891214892268181,-0.0015593692660331726,0.43118978601219393,66.35160732269287
1,46,0.01061064563691616,0.030567001551389694,-0.01231460552662611,0.34712746092318736,66.35160732269287
1,47,0.0033725001849234104,0.011265506036579609,-0.005076629342511296,0.2993651748686108,66.35160732269287
1,48,0.008544400334358215,0.0,0.008544400334358215,8544400334.358215,66.35160732269287
1,49,0.001457313890568912,0.003653968684375286,-0.0012831626227125525,0.39883042687303066,66.35160732269287
1,50,0.0065133036114275455,0.029186615720391273,-0.01537665817886591,0.22316063203771364,66.35160732269287
1,51,0.0038034480530768633,0.014107760973274708,-0.0067773726768791676,0.26959969480716284,66.35160732269287
1,52,0.009555547498166561,0.04275725036859512,-0.02251239027827978,0.22348367623193924,66.35160732269287
1,53,0.03233099356293678,0.023445671424269676,0.014746739994734526,1.3789749492134626,66.35160732269287
1,54,0.006501027382910252,0.020560987293720245,-0.008919713087379932,0.3161826467632524,66.35160732269287
1,55,0.00048355452599935234,0.03133825585246086,-0.023020137363346294,0.015430167149712345,66.35160732269287
1,56,0.001013865345157683,0.0040297661907970905,-0.002008459297940135,0.2515940868285327,66.35160732269287
1,57,0.0011576791293919086,0.0025572108570486307,-0.0007602290133945644,0.4527116431358016,66.35160732269287
1,58,0.0019453035201877356,0.004797525238245726,-0.0016528404084965587,0.40548062244141087,66.35160732269287
1,59,0.002814432606101036,0.016767309978604317,-0.009761049877852201,0.16785236329050396,66.35160732269287
1,60,0.0023111302871257067,0.004656630102545023,-0.0011813422897830606,0.49630961354784814,66.35160732269287
1,61,0.013468669727444649,0.04054554924368858,-0.01694049220532179,0.33218614566453375,66.35160732269287
1,62,0.004809866193681955,0.05535200610756874,-0.0367041383869946,0.0868959687612364,66.35160732269287
1,63,0.005846105515956879,0.004664872772991657,0.0023474509362131357,1.253218640506343,66.35160732269287
1,64,0.04995425045490265,0.021555734798312187,0.03378744935616851,2.3174459567250114,66.35160732269287
1,65,0.008047188632190228,0.022091079503297806,-0.008521120995283127,0.3642732185461852,66.35160732269287
1,66,0.01226593367755413,0.0073618413880467415,0.0067445526365190744,1.66615022374754,66.35160732269287
1,67,0.00596985686570406,0.004860719665884972,0.002324317116290331,1.2281837412627186,66.35160732269287
1,68,0.01900310255587101,0.04631045088171959,-0.015729735605418682,0.4103415577618978,66.35160732269287
1,69,0.0070726885460317135,0.016891779378056526,-0.005596145987510681,0.4187059508248652,66.35160732269287
1,70,0.0019229557365179062,0.015821736305952072,-0.009943346492946148,0.12153885636894096,66.35160732269287
1,71,0.00736799044534564,0.039191778749227524,-0.022025843616575003,0.18799836803280756,66.35160732269287
1,72,0.0021711760200560093,0.009629571810364723,-0.005051002837717533,0.22546963277158485,66.35160732269287
1,73,0.013870484195649624,0.05565795674920082,-0.027872983366250992,0.2492093674566948,66.35160732269287
1,74,0.025817466899752617,0.01834738440811634,0.012056928593665361,1.4071469983985612,66.35160732269287
1,75,0.0026170944329351187,0.0304426196962595,-0.020214870339259505,0.08596810849267071,66.35160732269287
1,76,0.0015715030021965504,0.004483839962631464,-0.0017913769697770476,0.35048151025528335,66.35160732269287
1,77,0.0015005579916760325,0.004913299810141325,-0.002184416865929961,0.3054073737314767,66.35160732269287
1,78,0.0019880272448062897,0.0017750535625964403,0.0006567370728589594,1.1199815518684084,66.35160732269287
1,79,0.0038198952097445726,0.013948006555438042,-0.006641109706833959,0.27386674893563245,66.35160732269287
1,80,0.003403889713808894,0.01119960192590952,-0.004995811730623245,0.303929526783474,66.35160732269287
1,81,0.011614126153290272,0.02265879325568676,-0.005379968788474798,0.5125659615550298,66.35160732269287
1,82,0.0074537526816129684,0.009068552404642105,0.0006523383781313896,0.8219341244557984,66.35160732269287
1,83,0.016543440520763397,0.009489902295172215,0.009426013799384236,1.7432677391669513,66.35160732269287
1,84,0.0029439390636980534,0.02403615601360798,-0.01508317794650793,0.12247961204399214,66.35160732269287
1,85,0.008959253318607807,0.010358784347772598,0.0011901650577783585,0.8648942788030315,66.35160732269287
1,86,0.011725234799087048,0.013933931477367878,0.001274786191061139,0.8414879043499113,66.35160732269287
1,87,0.002532840007916093,0.009308554232120514,-0.0044485756661742926,0.27209810938244994,66.35160732269287
1,88,0.0029939720407128334,0.0026135407388210297,0.0010338164865970612,1.1455616494112333,66.35160732269287
1,89,0.009497981518507004,0.02805129624903202,-0.011540490668267012,0.33859331967577655,66.35160732269287
1,90,0.0017902752151712775,0.007432579528540373,-0.003784159431234002,0.24086862549615895,66.35160732269287
1,91,0.005193694029003382,1.8945471310871653e-05,0.005179484925520228,274.1390630849059,66.35160732269287
1,92,0.001414769096300006,0.0,0.001414769096300006,1414769096.300006,66.35160732269287
1,93,0.002713689347729087,0.0019971157889813185,0.001215852505993098,1.3588042122257074,66.35160732269287
1,94,0.003859587013721466,0.0027534172404557467,0.001794524083379656,1.4017443326827144,66.35160732269287
1,95,0.012828684411942959,0.039331190288066864,-0.01666970830410719,0.32617076466940864,66.35160732269287
1,96,0.0001626870798645541,0.024792756885290146,-0.018431880584103055,0.00656187936705484,66.35160732269287
1,97,0.0027572698891162872,0.005911421030759811,-0.0016762958839535713,0.46643097730689914,66.35160732269287
1,98,0.006965807639062405,0.01747962273657322,-0.00614390941336751,0.3985101820355135,66.35160732269287
1,99,0.001478166552260518,0.003358753165230155,-0.0010408983216620982,0.4400938321763024,66.35160732269287
1,100,0.003469710238277912,0.010435478761792183,-0.004356898833066225,0.33249171572742814,66.35160732269287
1,101,0.0020065903663635254,0.0008716516313143075,0.0013528516428777948,2.302055422113834,66.35160732269287
1,102,0.009664586745202541,0.04199305921792984,-0.02183020766824484,0.23014724159096014,66.35160732269287
1,103,0.0013889349065721035,0.0007321790908463299,0.0008398005884373561,1.8969879392071112,66.35160732269287
1,104,0.017818154767155647,0.024176981300115585,-0.0003145812079310417,0.7369884000503187,66.35160732269287
1,105,0.0054173157550394535,0.03241124004125595,-0.01889111427590251,0.1671431191147473,66.35160732269287
1,106,0.0007963366224430501,0.0018624928779900074,-0.0006005330360494554,0.4275649219528225,66.35160732269287
1,107,0.028263699263334274,0.017512718215584755,0.015129160601645708,1.6138956222437366,66.35160732269287
1,108,0.003251864342018962,0.013489593751728535,-0.006865330971777439,0.24106466077684574,66.35160732269287
1,109,0.002900446066632867,0.004676732234656811,-0.0006071031093597412,0.62018647219505,66.35160732269287
1,110,0.0018930126680061221,0.004991350695490837,-0.0018505003536120057,0.3792585981459893,66.35160732269287
1,111,0.002196997171267867,0.009456215426325798,-0.0048951643984764814,0.2323336633088079,66.35160732269287
1,112,0.000957004027441144,0.0023406229447573423,-0.0007984631811268628,0.4088672330482907,66.35160732269287
1,113,0.005531962960958481,0.009986132383346558,-0.0019576363265514374,0.5539645127907509,66.35160732269287
1,114,0.0034822237212210894,0.010057736188173294,-0.004061078419908881,0.34622341009197954,66.35160732269287
1,115,0.001307775266468525,0.00862962193787098,-0.0051644411869347095,0.15154490842499435,66.35160732269287
1,116,0.0012970607494935393,0.011166244745254517,-0.007077622809447348,0.11615908292970305,66.35160732269287
1,117,0.007358110044151545,0.03717183694243431,-0.02052076766267419,0.19794851826528345,66.35160732269287
1,118,0.0007851826376281679,0.005629372783005238,-0.0034368469496257603,0.13947959528619436,66.35160732269287
1,119,0.0020969766192138195,0.0074048698879778385,-0.0034566757967695594,0.2831888541802973,66.35160732269287
1,120,0.003527202643454075,0.03439294546842575,-0.022267506457865238,0.10255599208825099,66.35160732269287
1,121,0.0020085826981812716,0.0032240189611911774,-0.0004094315227121115,0.6230058575139878,66.35160732269287
1,122,0.003753102384507656,0.024562830105423927,-0.01466902019456029,0.15279600796188814,66.35160732269287
1,123,0.00442664697766304,0.0035916336346417665,0.0017329217516817153,1.2324884514208172,66.35160732269287
1,124,0.004575536120682955,0.004183792043477297,0.0014376920880749822,1.093633735147704,66.35160732269287
1,125,0.012219359166920185,0.019450446590781212,-0.002368475776165724,0.6282302624394999,66.35160732269287
1,126,0.0077760168351233006,0.0036667264066636562,0.005025972030125558,2.12069731160498,66.35160732269287
1,127,0.013705060817301273,0.0026837026234716177,0.01169228384969756,5.106773266281543,66.35160732269287
1,128,0.0055449362844228745,0.017422020435333252,-0.0075215790420770645,0.318271712783612,66.35160732269287
1,129,0.0023857022169977427,0.010475012473762035,-0.005470557138323784,0.22775173039132246,66.35160732269287
1,130,0.002792178653180599,0.011543374508619308,-0.005865352228283882,0.24188582384239762,66.35160732269287
1,131,0.001555333728902042,0.005527636967599392,-0.002590393996797502,0.281374073177627,66.35160732269287
1,132,0.001001202967017889,0.0025518215261399746,-0.0009126631775870919,0.39234835052904943,66.35160732269287
1,133,0.0017343931831419468,0.005356229841709137,-0.002282779198139906,0.323808580675975,66.35160732269287
1,134,0.002442455617710948,0.0008753160363994539,0.0017859685904113576,2.790370007348927,66.35160732269287
1,135,0.00838509202003479,0.005798874888569117,0.004035935853607953,1.4459860196531746,66.35160732269287
1,136,0.0009626413811929524,0.009399723261594772,-0.006087151065003127,0.10241167258866911,66.35160732269287
1,137,0.0004958277568221092,0.0038064795080572367,-0.0023590318742208183,0.1302588797975462,66.35160732269287
1,138,0.0031698148231953382,0.015056959353387356,-0.008122904691845179,0.21052157667356025,66.35160732269287
1,139,0.015522108413279057,0.019105739891529083,0.0011928034946322441,0.8124316828655596,66.35160732269287
1,140,0.0018939860165119171,0.002574953017756343,-3.722874680534005e-05,0.7355419701702671,66.35160732269287
1,141,0.000815858889836818,0.0006307438015937805,0.0003428010386414826,1.293486969640917,66.35160732269287
1,142,0.0015495286788791418,0.0022868583910167217,-0.0001656151143833995,0.6775796368889515,66.35160732269287
1,143,0.006710420362651348,0.011178690008819103,-0.0016735971439629793,0.6002868275940266,66.35160732269287
1,144,0.002474711276590824,0.006783740129321814,-0.002613093820400536,0.36480042410961666,66.35160732269287
1,145,0.005460540298372507,0.027423691004514694,-0.015107227955013514,0.19911762779395503,66.35160732269287
1,146,0.0018061111913993955,0.0076496172696352005,-0.003931101760827005,0.2361047785138957,66.35160732269287
1,147,0.0055696191266179085,0.005211361218243837,0.0016610982129350305,1.0687455527072547,66.35160732269287
1,148,0.0009110802784562111,0.001126214861869812,6.641913205385208e-05,0.8089755414296375,66.35160732269287
1,149,0.014013873413205147,0.05741283297538757,-0.029045751318335533,0.2440895647662726,66.35160732269287
1,150,0.006423220969736576,0.012749921530485153,-0.003139220178127289,0.503785137333969,66.35160732269287
1,151,0.001305037410929799,0.0037276623770594597,-0.0014907093718647957,0.3500953891669699,66.35160732269287
1,152,0.0013767287600785494,0.014217916876077652,-0.00928670889697969,0.09683055344754006,66.35160732269287
1,153,0.002695356262847781,0.005911528132855892,-0.001738289836794138,0.4559491559231894,66.35160732269287
1,154,0.005279322154819965,0.003263152204453945,0.0028319580014795065,1.6178596101022342,66.35160732269287
1,155,0.012176417745649815,0.01820503920316696,-0.0014773616567254066,0.6688487516611746,66.35160732269287
1,156,0.03614035248756409,0.03977424278855324,0.0063096703961491585,0.9086370965949955,66.35160732269287
1,157,0.015452705323696136,0.014519089832901955,0.0045633879490196705,1.0643026181719875,66.35160732269287
1,158,0.002201714087277651,0.004318407271057367,-0.0010370913660153747,0.5098440115928932,66.35160732269287
1,159,0.00713416887447238,0.015488401055335999,-0.004482131917029619,0.4606136455611686,66.35160732269287
1,160,0.0010605750139802694,0.0038336182478815317,-0.0018146386719308794,0.2766511804584859,66.35160732269287
1,161,0.013779793865978718,0.0017010000301524997,0.012504043843364343,8.10099565762049,66.35160732269287
1,162,0.003014977090060711,0.004090237896889448,-5.270133260637522e-05,0.7371153378673722,66.35160732269287
1,163,0.008660269901156425,0.021917674690485,-0.007777986116707325,0.39512722143471424,66.35160732269287
1,164,0.012449120171368122,0.01661243848502636,-1.0208692401647568e-05,0.7493854789493888,66.35160732269287
1,165,0.0034992508590221405,0.021537618711590767,-0.012653963174670935,0.16247157616252622,66.35160732269287
1,166,0.010088440030813217,0.0060526845045387745,0.005548926652409136,1.6667711693185638,66.35160732269287
1,167,0.004425649531185627,0.011214758269488811,-0.003985419170930982,0.39462727813149096,66.35160732269287
1,168,0.0023628841154277325,0.015169155783951283,-0.00901398272253573,0.1557689926140686,66.35160732269287
1,169,0.01856956258416176,0.024107400327920914,0.0004890123382210732,0.7702847395736994,66.35160732269287
1,170,0.002301316475495696,0.009607939049601555,-0.00490463781170547,0.23952238491267386,66.35160732269287
1,171,0.0,0.030511485412716866,-0.02288361405953765,0.0,66.35160732269287
1,172,0.0094570592045784,0.01607462763786316,-0.0025989115238189697,0.5883221320607355,66.35160732269287
1,173,0.013428674079477787,0.051461927592754364,-0.025167771615087986,0.2609438609739824,66.35160732269287
1,174,0.0004885716480202973,0.0018964731134474277,-0.0009337831870652735,0.25762118339476253,66.35160732269287
1,175,0.012529627420008183,0.054248321801424026,-0.028156613931059837,0.23096801898576538,66.35160732269287
1,176,0.008626514114439487,0.024499349296092987,-0.009747997857630253,0.35211196876412887,66.35160732269287
1,177,0.0012510447995737195,0.006899330765008926,-0.003923453274182975,0.1813284276407311,66.35160732269287
1,178,0.013706386089324951,0.05899462103843689,-0.030539579689502716,0.23233281014149523,66.35160732269287
1,179,0.005692026112228632,0.009062993340194225,-0.001105218892917037,0.6280514503256378,66.35160732269287
1,180,0.013714549131691456,0.0054492163471877575,0.009627636871300638,2.516792921289039,66.35160732269287
1,181,0.0015953461406752467,0.00439875153824687,-0.0017037175130099058,0.36268157599744605,66.35160732269287
1,182,0.0008477744413539767,0.008945737034082413,-0.005861528334207833,0.09476854037059972,66.35160732269287
1,183,0.011779437772929668,0.03940087556838989,-0.01777121890336275,0.29896385810474185,66.35160732269287
1,184,0.0007662265561521053,0.0022093504667282104,-0.0008907862938940525,0.34681077870818133,66.35160732269287
1,185,0.0002322301734238863,0.0002723317011259496,2.7981397579424083e-05,0.8527474826139891,66.35160732269287
1,186,0.011758795939385891,0.052932582795619965,-0.027940641157329082,0.22214664991062472,66.35160732269287
1,187,0.004638660233467817,0.0008881439571268857,0.003972552265622653,5.222869773556586,66.35160732269287
1,188,0.0020630524959415197,0.009932972490787506,-0.00538667687214911,0.2076973934687963,66.35160732269287
1,189,0.00048217459698207676,0.0022274923976510763,-0.0011884447012562305,0.21646520422429805,66.35160732269287
1,190,0.001913991174660623,0.004823680501431227,-0.001703769201412797,0.39679061946493654,66.35160732269287
1,191,0.0005525785963982344,1.2453520866984036e-05,0.0005432384557479963,44.371271219525035,66.35160732269287
1,192,0.0033058731351047754,0.01375244278460741,-0.007008458953350782,0.24038443108918292,66.35160732269287
1,193,0.000991057138890028,0.0018265907419845462,-0.00037888591759838164,0.542572080087681,66.35160732269287
1,194,0.002174313412979245,0.0034713216591626406,-0.00042917783139273524,0.6263647180645808,66.35160732269287
1,195,0.004291537217795849,0.005456084851175547,0.00019947357941418886,0.7865598380649543,66.35160732269287
1,196,0.0030775933992117643,0.010525799356400967,-0.004816756118088961,0.2923857176745277,66.35160732269287
1,197,0.0011549560585990548,0.005365584511309862,-0.002869232324883342,0.21525260779125271,66.35160732269287
1,198,0.004256690852344036,0.021845072507858276,-0.012127113528549671,0.1948581699885834,66.35160732269287
1,199,0.001216223230585456,0.0066696759313344955,-0.0037860337179154158,0.18235117311910504,66.35160732269287
1,200,0.010346022434532642,0.0017222180031239986,0.009054358932189643,6.007382578603989,66.35160732269287
1,201,0.004816899541765451,0.01550630759447813,-0.006812831154093146,0.310641299490933,66.35160732269287
1,202,0.004642472602427006,0.006592271383851767,-0.00030173093546181917,0.7042295942328527,66.35160732269287
1,203,0.0004659038968384266,0.0009531879331916571,-0.0002489870530553162,0.4887849291058562,66.35160732269287
1,204,0.0021668761037290096,0.004258075729012489,-0.0010266806930303574,0.5088862296309262,66.35160732269287
1,205,0.0044768620282411575,0.0016742948209866881,0.0032211409125011414,2.673879157631864,66.35160732269287
1,206,0.0056483992375433445,0.017794175073504448,-0.0076972320675849915,0.31742967650331766,66.35160732269287
1,207,0.0012954374542459846,0.004801164846867323,-0.0023054361809045076,0.26981732460642704,66.35160732269287
1,208,0.02144859917461872,0.042523093521595,-0.01044372096657753,0.504398843024481,66.35160732269287
1,209,0.002227352000772953,0.013603262603282928,-0.007975094951689243,0.1637366024288674,66.35160732269287
1,210,0.0046319966204464436,0.008842936716973782,-0.0020002059172838926,0.5238075051505957,66.35160732269287
1,211,0.0003902151947841048,0.0006383109139278531,-8.8517990661785e-05,0.6113246470620199,66.35160732269287
1,212,0.0015169550897553563,0.0044581349939107895,-0.0018266461556777358,0.34026674640562593,66.35160732269287
1,213,0.000921000144444406,0.00038105971179902554,0.0006352053605951369,2.416944414510043,66.35160732269287
1,214,0.0013971602311357856,0.0023108860477805138,-0.00033600430469959974,0.6045993621680681,66.35160732269287
1,215,0.008729341439902782,0.009745835326611996,0.0014199649449437857,0.8956996651862901,66.35160732269287
1,216,0.0038372520357370377,0.0036320588551461697,0.0011132078943774104,1.056495003995775,66.35160732269287
1,217,0.001208161935210228,0.002128527034074068,-0.0003882333403453231,0.5676046934344842,66.35160732269287
1,218,0.005243021994829178,0.002202579053118825,0.003591087704990059,2.3804012777769414,66.35160732269287
1,219,0.013182365335524082,0.03003920428454876,-0.009347037877887487,0.4388386992616128,66.35160732269287
1,220,0.01944020949304104,0.026024870574474335,-7.844343781471252e-05,0.7469858279088375,66.35160732269287
1,221,0.0021354660857468843,0.014768422581255436,-0.008940850850194693,0.1445967620341993,66.35160732269287
1,222,0.013891664333641529,0.03463227301836014,-0.012082540430128574,0.40111904655740643,66.35160732269287
1,223,0.00042315461905673146,0.0040735285729169846,-0.002631991810631007,0.10387913362538131,66.35160732269287
1,224,0.001729726092889905,0.0026357590686529875,-0.00024709320859983563,0.6562534917569811,66.35160732269287
1,225,0.00042564229806885123,0.0026988449972122908,-0.0015984914498403668,0.15771276170020723,66.35160732269287
1,226,0.007020789198577404,0.011981147341430187,-0.0019650713074952364,0.5859863832668089,66.35160732269287
1,227,0.002529099816456437,0.004037820268422365,-0.0004992653848603368,0.6263527467056477,66.35160732269287
1,228,0.0026778585743159056,0.02138695679605007,-0.013362359022721648,0.12520989310107297,66.35160732269287
1,229,0.002928779926151037,0.007395822089165449,-0.0026180866407230496,0.3960046483602634,66.35160732269287
1,230,0.01755862683057785,0.058081015944480896,-0.02600213512778282,0.3023126669660818,66.35160732269287
1,231,0.0012041456066071987,0.004515938926488161,-0.002182808588258922,0.26664346572041975,66.35160732269287
1,232,0.016388501971960068,0.0029966714791953564,0.01414099836256355,5.468901773274021,66.35160732269287
1,233,0.005511112045496702,0.001802752842195332,0.004159047413850203,3.0570535868513184,66.35160732269287
1,234,0.0010020610643550754,0.0022200008388608694,-0.0006629395647905767,0.4513786870539544,66.35160732269287
1,235,0.0014265202917158604,0.002278942381963134,-0.00028268649475649,0.6259571555561074,66.35160732269287
1,236,0.00013991640298627317,0.0051782699301838875,-0.0037437860446516424,0.027019912991342383,66.35160732269287
1,237,0.0013476337771862745,0.007173106539994478,-0.004032196127809584,0.18787310204923274,66.35160732269287
1,238,0.000786776130553335,0.0021648937836289406,-0.0008368942071683705,0.36342481840890273,66.35160732269287
1,239,0.0037137926556169987,0.009694323875010014,-0.0035569502506405115,0.38308939366130607,66.35160732269287
1,240,0.002133653499186039,0.0036533307284116745,-0.0006063445471227169,0.5840296587464006,66.35160732269287
1,241,0.0008427114808000624,0.0005652598920278251,0.0004187665617791936,1.4908389772464887,66.35160732269287
1,242,0.02414853684604168,0.03290337324142456,-0.000528993085026741,0.7339228311979067,66.35160732269287
1,243,0.002534313127398491,0.003570707282051444,-0.00014371733414009213,0.7097510175162624,66.35160732269287
1,244,0.0019224445568397641,0.033757224678993225,-0.023395473952405155,0.056949129410485355,66.35160732269287
1,245,0.0003225890686735511,0.0001151195028796792,0.00023624944151379168,2.80221037966525,66.35160732269287
1,246,0.20140708982944489,0.010206302627921104,0.19375236285850406,19.733599634673517,66.35160732269287
1,247,0.00950681697577238,0.0005668975645676255,0.009081643802346662,16.769902630033975,66.35160732269287
1,248,0.0027611968107521534,0.0335577130317688,-0.022407087963074446,0.08228203179566707,66.35160732269287
1,249,0.03099125251173973,0.008531521074473858,0.024592611705884337,3.632558864659244,66.35160732269287
1,250,0.0066276416182518005,0.009800159372389317,-0.0007224779110401869,0.6762789629980963,66.35160732269287
1,251,0.0006578495958819985,0.07078895717859268,-0.05243386828806251,0.009293110424172853,66.35160732269287
1,252,0.0023346650414168835,0.026771528646349907,-0.017743981443345547,0.08720701279969645,66.35160732269287
1,253,0.0021948895882815123,0.010578582063317299,-0.005739046959206462,0.2074842899489443,66.35160732269287
1,254,0.0014137910911813378,0.003969345707446337,-0.0015632181894034147,0.35617736398544064,66.35160732269287
1,255,0.0018612588755786419,0.07514603435993195,-0.05449826689437032,0.02476855753477127,66.35160732269287
2,0,0.00255246227607131,0.03831711411476135,-0.026185373309999704,0.06661415753702028,66.29440498352051
2,1,0.0030091777443885803,0.009580734185874462,-0.004176372895017266,0.3140863409519421,66.29440498352051
2,2,0.003429272910580039,0.01114776823669672,-0.004931553266942501,0.30761968112898025,66.29440498352051
2,3,0.0036045853048563004,0.0058409976772964,-0.0007761629531159997,0.6171180855369938,66.29440498352051
2,4,0.0020929486490786076,0.0038166840095072985,-0.0007695643580518663,0.548368333170034,66.29440498352051
2,5,0.0032421215437352657,0.03678276762366295,-0.024344954174011946,0.0881424034433291,66.29440498352051
2,6,0.008654067292809486,0.005160731729120016,0.004783518495969474,1.6769070250834817,66.29440498352051
2,7,0.004651554860174656,0.015430176630616188,-0.006921077612787485,0.30145830285854885,66.29440498352051
2,8,0.010501651093363762,0.03224611654877663,-0.013682936318218708,0.32567180848437727,66.29440498352051
2,9,0.02121717482805252,0.011607499793171883,0.012511549983173609,1.827885005753405,66.29440498352051
2,10,0.00015661231009289622,0.019291797652840614,-0.014312235929537565,0.008118077584217136,66.29440498352051
2,11,0.002280423417687416,0.004139067605137825,-0.0008238772861659527,0.5509509954139853,66.29440498352051
2,12,0.011330829933285713,0.0,0.011330829933285713,11330829933.285713,66.29440498352051
2,13,0.002789102727547288,0.013984601944684982,-0.007699348730966449,0.1994409807572592,66.29440498352051
2,14,0.00873938761651516,0.04373699054121971,-0.024063355289399624,0.1998168485798983,66.29440498352051
2,15,0.009067610837519169,0.0014587206533178687,0.007973570347530767,6.216139334613996,66.29440498352051
2,16,0.0021382917184382677,0.003340000519528985,-0.00036670867120847106,0.6402070015544812,66.29440498352051
2,17,0.00015101606550160795,0.0,0.00015101606550160795,151016065.50160795,66.29440498352051
2,18,0.0015854397788643837,0.0033833717461675406,-0.0009520890307612717,0.4685975699216816,66.29440498352051
2,19,0.003990525379776955,0.007764426991343498,-0.001832794863730669,0.5139497587796256,66.29440498352051
2,20,0.001573640271089971,0.01586567983031273,-0.010325619601644576,0.09918517755439717,66.29440498352051
2,21,0.0005497140227816999,0.0012007137993350625,-0.000350821326719597,0.45782269065975645,66.29440498352051
2,22,0.0008114916854538023,0.028014812618494034,-0.020199617778416723,0.02896652197805985,66.29440498352051
