capability,predictor,outcome,n,spearman_rho,spearman_p,spearman_ci_low,spearman_ci_high,kendall_tau
sql,causal_relative_target_damage,relative_target_improvement,48,0.11721910385957451,,,,0.0978214956403145
sql,precise_gradient_specific,relative_target_improvement,48,-0.027812484050470623,,,,-0.00892858566421043
sql,renorm_causal_target_damage,relative_target_improvement,48,-0.03909007147664706,,,,-0.03911125017358118
sql,global_gradient_specific,relative_target_improvement,48,-0.06521209014825066,,,,-0.03668933550022502
sql,global_gradient_specific,specific_gain,48,0.08396056606587274,0.5624875024995001,-0.20814843706561767,0.3740558151689746,0.06532491442722992
sql,precise_gradient_specific,specific_gain,48,0.06475093943000192,0.6476704659068186,-0.22741381358572893,0.35763664383238014,0.05892866538378884
sql,routing_mass,specific_gain,48,0.06133902160048571,0.6778644271145771,-0.2382011172864838,0.34878593796985885,0.03664386753221052
sql,causal_target_damage,specific_gain,48,0.05869099178888377,0.6938612277544491,-0.27503571463101173,0.37330650600637383,0.04090717090413152
sql,causal_relative_target_damage,specific_gain,48,0.05869099178888377,0.6950609878024395,-0.26866720319775617,0.359190863272454,0.04090717090413152
sql,renorm_causal_target_damage,specific_gain,48,0.03746131849845343,0.8018396320735853,-0.29170765358656847,0.3622966321364253,0.02844454558078631
sql,routing_rate,specific_gain,48,0.03666518896436191,0.8074385122975405,-0.263441928717381,0.33077051718215983,0.020192189739687998
sql,causal_specificity,specific_gain,48,0.03311887603258011,0.8300339932013597,-0.2927842238358179,0.34698539550146795,0.021342871776068622
sql,renorm_causal_specificity,specific_gain,48,0.027254466501773364,0.8484303139372126,-0.2731381979446666,0.32219736101490065,0.032000113778384597
sql,causal_relative_specificity,specific_gain,48,0.02492059688353159,0.8668266346730654,-0.2937378995730083,0.34978630805460553,0.007114290592022873
sql,precise_target_gradient,specific_gain,48,-0.023095948594172112,0.8792241551689662,-0.3030716554565215,0.27090768746768734,-0.05100712496372747
sql,precise_control_gradient,specific_gain,48,-0.025867462425472765,0.8678264347130574,-0.2887083838955836,0.2373432880141541,-0.020581822353784765
sql,global_target_gradient,specific_gain,48,-0.026682613552325898,0.8594281143771246,-0.31576984542513964,0.2596789119970128,-0.05279684864666527
sql,target_control_gradient_cosine,specific_gain,48,-0.06427061738581971,0.6612677464507098,-0.3382880422648057,0.23149155869775553,-0.03678863022983633
sql,renorm_causal_specificity,target_improvement,48,0.357565570479441,0.013797240551889621,0.050072362661880795,0.5838239794881258,0.24533420563428193
sql,precise_target_gradient,target_improvement,48,0.3554058913079661,0.015196960607878424,0.0681734073305702,0.6067897701575551,0.26577396691626415
sql,global_target_gradient,target_improvement,48,0.3500802372791923,0.019396120775844832,0.06152111495245554,0.595790403961353,0.2568253485015751
sql,causal_specificity,target_improvement,48,0.3244563986404897,0.02439512097580484,0.008982834240187589,0.6070657007762693,0.2418858801287777
sql,causal_relative_specificity,target_improvement,48,0.2577300074207505,0.07938412317536493,-0.041627055381005806,0.5460455596040891,0.18852870068860614
sql,precise_control_gradient,target_improvement,48,0.25644654450799576,0.07738452309538092,-0.02003386680862447,0.4998470084344244,0.17628778276937387
sql,routing_mass,target_improvement,48,0.23616344088108504,0.10597880423915217,-0.055989233202969974,0.4890988659032487,0.1685617906481684
sql,target_control_gradient_cosine,target_improvement,48,0.2234790503009467,0.11597680463907219,-0.09987702369392187,0.5172980220356743,0.15881920855319587
sql,routing_rate,target_improvement,48,0.22207065196623973,0.12917416516696661,-0.06518123390510254,0.4750302635989818,0.1633731715302029
sql,causal_target_damage,target_improvement,48,0.11721910385957451,0.4331133773245351,-0.2190082611374217,0.4498494046218129,0.0978214956403145
sql,causal_relative_target_damage,target_improvement,48,0.11721910385957451,0.4401119776044791,-0.21322561181328445,0.4294029092488881,0.0978214956403145
sql,precise_gradient_specific,target_improvement,48,-0.027812484050470623,0.8592281543691261,-0.3291304808028066,0.28431629626114846,-0.00892858566421043
sql,renorm_causal_target_damage,target_improvement,48,-0.03909007147664706,0.8014397120575885,-0.37769215810160733,0.29676988922369957,-0.03911125017358118
sql,global_gradient_specific,target_improvement,48,-0.06521209014825066,0.6452709458108379,-0.36942590011573495,0.23998343662645968,-0.03668933550022502
